Number,Title,Topic_area,Eligble,Editorial_or_letter,Systematic_narrative_scoping_review,Meta_analysis,Software_used,Data_shared,Code_shared,Data_available_upon_request
5182,Peak oxygen uptake cut-points to identify children at increased cardiometabolic risk – The PANIC Study:,Sport/Exercise,1,,,,SPSS,0,0,0
5208,Perceptions of coach doping confrontation efficacy and athlete susceptibility to intentional and inadvertent doping:,Sport/Exercise,1,,,,Not_stated,0,0,0
5213,Percutaneous fixation with Kirschner wires versus volar locking-plate fixation in adults with dorsally displaced fracture of distal radius: Five-year follow-up of a randomized controlled trial:,Medicine,1,,,,R,0,0,0
5234,Perineal Pressure during Hip Arthroscopy Is Reduced by Use of Trendelenburg: A Prospective Study with Randomized Order of Positioning:,Medicine,1,,,,Not_stated,0,0,0
5239,"Perioperative Catheter Use as a Risk Factor for Surgical Site Infection after Cervical Surgery: An Analysis of 39,893 Patients:",Medicine,1,,,,SPSS,0,0,0
5287,Physical Activity and Sedentary Time: Association with Metabolic Health and Liver Fat:,Sport/Exercise,1,,,,Not_stated,0,0,0
5322,Physical function in older adults: Impacts of past and present physical activity behaviors:,Sport/Exercise,1,,,,SPSS,0,0,0
5351,Physiological Responses to Exercise in Pediatric Heart Transplant Recipients:,Sport/Exercise,1,,,,SPSS,0,0,0
5366,Placental oxygen transfer reduces hypoxia-reoxygenation swings in fetal blood in a sheep model of gestational sleep apnea:,Sport/Exercise,1,,,,Not_stated,0,0,0
5410,"Posterior cruciate ligament resection in total knee arthroplasty: The effect on flexion-extension gaps, mediolateral laxity, and fixed flexion deformity:",Medicine,1,,,,SPSS,0,0,0
5418,Posterior tibial slope angle is associated with flexion-type Salter–Harris II and Watson–Jones type IV fractures of the proximal tibia:,Medicine,1,,,,SPSS,0,0,0
5478,Predicting dynamic balance improvements following 4-weeks of balance training in chronic ankle instability patients:,Rehab,1,,,,Not_stated,0,0,0
5483,Predicting on-ice skating using laboratory- A nd field-based assessments in college ice hockey players:,Sport/Exercise,1,,,,SPSS,0,0,0
5500,Prediction of upper extremity peak oxygen consumption from heart rate during submaximal arm cycling in young and middle-aged adults:,Sport/Exercise,1,,,,SPSS,0,0,0
5503,Predictive factors for developing osteochondritis dissecans after surgery for discoid lateral meniscus are younger age and shorter meniscal width:,Medicine,1,,,,SPSS,0,0,0
5558,Preoperative sagittal spinal profile of adolescent idiopathic scoliosis lenke types and non-scoliotic adolescents: A systematic review and meta-Analysis:,Medicine,1,,,1,R,1,0,NA
5576,Presence of Spotters Improves Bench Press Performance: A Deception Study:,Sport/Exercise,1,,,,SPSS,0,0,0
5599,Prevalence of knee osteoarthritis features on magnetic resonance imaging in asymptomatic uninjured adults: a systematic review and meta-analysis:,Medicine,1,,,1,Stata,1,0,NA
5600,Prevalence of objectively measured sedentary behavior in early years: Systematic review and meta-analysis:,Sport/Exercise,1,,,1,Other,1,0,NA
5612,Primary ACL reconstruction using the LARS device is associated with a high failure rate at minimum of 6-year follow-up:,Medicine,1,,,,SPSS,0,0,0
5690,Protein composition of the muscle mitochondrial reticulum during postnatal development:,Sport/Exercise,1,,,,Not_stated,1,0,NA
5695,Proven accuracy for a new dynamic gap measurement in navigated TKA:,Sport/Exercise,1,,,,Other,0,0,0
5705,Psychological characteristics of developing excellence in elite youth football players in English professional academies:,Sport/Exercise,1,,,,Other,0,0,0
5735,Quadriceps Impairment Is Associated with Gait Mechanics in Young Adults with Obesity:,Sport/Exercise,1,,,,SPSS,0,0,0
5742,Quality of Life in Males and Females with Idiopathic Scoliosis:,Medicine,1,,,,Not_stated,0,0,0
5756,Quantitative Correction of Cervical Sagittal Deformity in Atlanto-Axial Dislocation:,Medicine,1,,,,SPSS,0,0,0
5758,Quantitative risk factor analysis of postoperative dysphagia after anterior cervical discectomy and fusion (acdf) using the eating assessment tool-10 (eat-10):,Medicine,1,,,,R,0,0,0
5825,Recommending goals and supporting needs: An intervention to help physical education teachers communicate their expectations while supporting students’ psychological needs:,Sport/Exercise,1,,,,Other,0,0,0
5876,Regional Lymph Node Involvement Is Associated with Poorer Survivorship in Patients with Chondrosarcoma: A SEER Analysis:,Medicine,1,,,,Stata,0,0,0
5877,Regional or General Anesthesia in the Surgical Treatment of Distal Radial Fractures: A Randomized Clinical Trial:,Medicine,1,,,,SPSS,0,0,1
5891,Rehabilitation predictors of clinical outcome following revision ACL reconstruction in the MARS cohort:,Medicine,1,,,,R,0,0,0
5922,Relationship of Activity Patterns to Acute Mountain Sickness in South Pole Workers:,Sport/Exercise,1,,,,SPSS,0,0,0
5936,"Relative Age Effect in Collegiate Soccer: Influence of Nationality, Playing Position, and Class:",Sport/Exercise,1,,,,Not_stated,0,0,0
5939,Release of the medial collateral ligament is mandatory in medial open-wedge high tibial osteotomy:,Medicine,1,,,,SPSS,0,0,0
5987,Repetitive Head Impacts in Football Do Not Impair Dynamic Postural Control:,Sport/Exercise,1,,,,Stata,0,0,0
6032,Respiratory Complications after Posterior Spinal Fusion for Neuromuscular Scoliosis: Children with Rett Syndrome at Greater Risk Than Those with Cerebral Palsy:,Sport/Exercise,1,,,,Stata,0,0,0
6059,"Retrospective, nonrandomized analysis of subcutaneous anterior transposition versus in situ decompression of the ulnar nerve of military service members:",Medicine,1,,,,Not_stated,0,0,0
6062,Return to Dance and Predictors of Outcome After Hip Arthroscopy for Femoroacetabular Impingement Syndrome:,Medicine,1,,,,SPSS,0,0,0
6067,Return to Play and Long-term Participation in Pivoting Sports After Anterior Cruciate Ligament Reconstruction:,Medicine,1,,,,SPSS,0,0,0
6079,Return to Work Following High Tibial Osteotomy With Concomitant Osteochondral Allograft Transplantation:,Medicine,1,,,,Not_stated,0,0,0
6164,Role of zebrafish ClC-K/barttin channels in apical kidney chloride reabsorption:,Sport/Exercise,1,,,,Other,0,0,0
6235,Sedentary behavior in everyday life relates negatively to mood: An ambulatory assessment study:,Sport/Exercise,1,,,,SPSS,0,0,0
6254,Self-reported physical activity level does not alter whole-body total heat loss independently of aerobic fitness in young adults during exercise in the heat:,Sport/Exercise,1,,,,SPSS,0,0,0
6319,Shoe-mounted accelerometers should be used with caution in gait retraining:,Sport/Exercise,1,,,,SPSS,0,0,0
6323,Shortening of airway smooth muscle is modulated by prolonging the time without simulated deep inspirations in ovine tracheal strips:,Sport/Exercise,1,,,,Other,0,0,0
6377,Single- Versus Double-Row Repair of Hip Abductor Tears: A Biomechanical Matched Cadaver Study:,Medicine,1,,,,Other,0,0,0
6384,Single-nucleotide-polymorphism-panel population-genetics approach based on the 1000 genomes database and elite soccer players:,Sport/Exercise,1,,,,R,0,0,0
6388,SIRT1 overexpression attenuates offspring metabolic and liver disorders as a result of maternal high-fat feeding:,Sport/Exercise,1,,,,Not_stated,0,0,0
6421,"Small fish, big pond: The role of health-related fitness and perceived athletic competence in mediating the physical activity-motor competence relationship during the transition from primary to secondary school:",Sport/Exercise,1,,,,SPSS,0,0,0
6433,Sniffing behaviour-related changes in cardiac and cortical activity in rats:,Sport/Exercise,1,,,,Other,0,0,0
6475,Spinal injury analysis for typical snowboarding backward falls:,Medicine,1,,,,Other,0,0,0
6482,Spontaneous cardiac baroreflex sensitivity is enhanced during post-exercise ischemia in men but not in women:,Sport/Exercise,1,,,,SPSS,0,0,0
6545,Steep lateral tibial slope and lateral-to-medial slope asymmetry are risk factors for concomitant posterolateral meniscus root tears in anterior cruciate ligament injuries:,Medicine,1,,,,SPSS,0,0,0
6549,Stem Cell–Conditioned Medium Promotes Graft Remodeling of Midsubstance and Intratunnel Incorporation After Anterior Cruciate Ligament Reconstruction in a Rat Model:,Medicine,1,,,,Not_stated,0,0,0
6550,Step Activity after Surgical Treatment of Ankle Arthritis:,Sport/Exercise,1,,,,R,0,0,0
6646,Surgical treatment of Vancouver type B periprosthetic femoral fractures: Patient characteristics and outcomes of 1381 fractures treated in Sweden between 2001 and 2011:,Medicine,1,,,,SPSS,0,0,0
6655,Suspended Push-up Training Augments Size of not only Upper Limb but also Abdominal Muscles:,Sport/Exercise,1,,,,SPSS,0,0,0
6700,Tandem gait test-retest reliability among healthy child and adolescent athletes:,Sport/Exercise,1,,,,SPSS,0,0,0
6741,Ten-year Longitudinal Follow-up MRI Study of Age-related Changes in Thoracic Intervertebral Discs in Asymptomatic Subjects:,Medicine,1,,,,SPSS,0,0,0
6811,The association of grip strength with depressive symptoms and cortisol in hair: A cross-sectional study of older adults:,Sport/Exercise,1,,,,SPSS,0,0,0
6824,The biomechanical difference between running with traditional and 3D printed orthoses:,Medicine,1,,,,SPSS,0,0,0
6851,"The complexity of bony malalignment in patellofemoral disorders: femoral and tibial torsion, trochlear dysplasia, TT–TG distance, and frontal mechanical axis correlate with each other:",Medicine,1,,,,SPSS,0,0,0
6878,The Development of a New Computer-Adaptive Test to Evaluate Strain in Caregivers of Individuals With TBI: TBI-CareQOL Caregiver Strain:,Rehab,1,,,,Other,0,0,0
6910,The effect of blood flow occlusion during acute low-intensity isometric elbow flexion exercise:,Sport/Exercise,1,,,,SPSS,0,0,0
6918,The Effect of Core Stabilization Exercises on Trunk-Pelvis Three-Dimensional Kinematics During Gait in Non-Specific Chronic Low Back Pain:,Sport/Exercise,1,,,,SPSS,0,0,0
6933,The effect of implant modification: The low contact stress experience:,Medicine,1,,,,Stata,0,0,0
6943,The Effect of Pedaling Cadence on Skeletal Muscle Oxygenation during Cycling at Moderate Exercise Intensity:,Sport/Exercise,1,,,,Other,0,0,0
6954,The Effect of Screw Design and Cortical Augmentation on Insertional Torque and Compression in Coracoid-Glenoid Fixation in a Sawbones Model:,Medicine,1,,,,SPSS,0,0,0
7056,"The formation of perianchor fluid associated with various suture anchors used in rotator cuff repair: All-suture, polyetheretherketone, and biocomposite anchors:",Medicine,1,,,,SPSS,0,0,0
7115,"The incidence, prevalence, nature, severity and mechanisms of injury in elite female cricketers: A prospective cohort study:",Sport/Exercise,1,,,,SPSS,0,0,0
7122,"The influence of biological sex and cuff width on muscle swelling, echo intensity, and the fatigue response to blood flow restricted exercise:",Sport/Exercise,1,,,,Other,0,0,0
7139,The influence of match phase and field position on collective team behaviour in Australian Rules football:,Sport/Exercise,1,,,,SPSS,0,0,0
7154,The influence of short-term fixture congestion on position specific match running performance and external loading patterns in English professional soccer:,Sport/Exercise,1,,,,SPSS,0,0,0
7192,The Microsurgical Treatment of Lumbar Disc Herniation: A Report of 158 Patients With a Mean Follow-up of More Than 32 Years:,Medicine,1,,,,SPSS,0,0,0
7202,The national football league combine 40-yd dash: How important is maximum velocity?:,Sport/Exercise,1,,,,SAS,0,0,0
7212,The NIH Minimal Dataset for Chronic Low Back Pain: Responsiveness and Minimal Clinically Important Change:,Sport/Exercise,1,,,,Not_stated,0,0,0
7246,"The Ponseti Method Decreased the Surgical Incidence in Children with Congenital Clubfoot: A Population-Based, 8 Birth-Year Cohort Study:",Medicine,1,,,,SAS,0,0,0
7285,The Relationship between Dural Ossification and Spinal Stenosis in Thoracic Ossification of the Ligamentum Flavum:,Medicine,1,,,,SPSS,0,0,0
7415,The use of medication and alcohol in recreational downhill skiers: Results of a survey including 816 subjects in Tyrol:,Sport/Exercise,1,,,,SPSS,0,0,0
7450,Thermosensory mapping of skin wetness sensitivity across the body of young males and females at rest and following maximal incremental running:,Sport/Exercise,1,,,,Other,0,0,0
7477,Tibial Slope and Its Effect on Graft Force in Posterior Cruciate Ligament Reconstructions:,Medicine,1,,,,R,0,0,0
7504,Timing of anterior cruciate ligament reconstruction and preoperative pain are important predictors for postoperative kinesiophobia:,Medicine,1,,,,SPSS,0,0,0
7538,Total volume of cam deformity alone predicts outcome in arthroscopy for femoroacetabular impingement:,Medicine,1,,,,SPSS,0,0,0
7574,Training-monitoring engagement: An evidence-based approach in elite sport:,Sport/Exercise,1,,,,Other,0,0,0
7594,"Translation, cross-cultural adaptation, validation, and measurement properties of the Spanish version of the anterior cruciate ligament-return to sport after injury (ACL-RSI-Sp) scale:",Medicine,1,,,,SPSS,0,0,0
7600,Transplantation of Aggregates of Autologous Synovial Mesenchymal Stem Cells for Treatment of Cartilage Defects in the Femoral Condyle and the Femoral Groove in Microminipigs:,Medicine,1,,,,Not_stated,0,0,0
7606,Treadmill running using an RPE-clamp model: mediators of perception and implications for exercise prescription:,Sport/Exercise,1,,,,SPSS,0,0,0
7608,Treatment for frailty does not improve complication rates in corrective surgery for adult spinal deformity:,Medicine,1,,,,SPSS,0,0,0
7637,"Trunk exercise training improves muscle size, strength, and function in older adults: A randomized controlled trial:",Sport/Exercise,1,,,,SPSS,0,0,0
7638,Trunk Muscle Activation in the Back and Hack Squat at the Same Relative Loads:,Sport/Exercise,1,,,,Other,0,0,0
7641,"Trunk Muscle Endurance, Flexibility, Stride Foot Balance, and Contralateral Trunk Lean in Collegiate Baseball Pitchers:",Sport/Exercise,1,,,,SPSS,0,0,0
7669,Ulnar collateral ligament insufficiency affects cubital tunnel syndrome during throwing motion: a cadaveric biomechanical study:,Medicine,1,,,,Other,0,0,0
7718,Unloader knee brace increases medial compartment joint space during gait in knee osteoarthritis patients:,Medicine,1,,,,SPSS,0,0,0
7741,Use of a Gaming Platform for Balance Training After a Stroke: A Randomized Trial:,Rehab,1,,,,SPSS,0,0,0
7745,Use of Human Placenta-Derived Cells in a Preclinical Model of Tendon Injury:,Medicine,1,,,,Not_stated,0,0,0
7774,"Using tele-health to enhance motivation, leisure time physical activity, and quality of life in adults with spinal cord injury: A self-determination theory-based pilot randomized control trial:",Rehab,1,,,,Other,0,0,0
7776,Using the single leg squat as an assessment of stride leg knee mechanics in adolescent baseball pitchers:,Sport/Exercise,1,,,,SPSS,0,0,0
7799,Validation of Simendo Knee Arthroscopy Virtual Reality Simulator:,Medicine,1,,,,SPSS,0,0,0
7806,Validation of the registration accuracy of navigation-assisted arthroscopic débridement for elbow osteoarthritis:,Medicine,1,,,,Other,0,0,0
7854,Variation in Graft Bending Angle During Range of Motion in Single-Bundle Posterior Cruciate Ligament Reconstruction: A 3-Dimensional Computed Tomography Analysis of 2 Techniques:,Medicine,1,,,,SPSS,0,0,0
7898,Visit Duration Does Not Correlate with Perceived Physician Empathy:,Medicine,1,,,,Not_stated,0,0,0
7971,"What Is the Effect of Vitamin C on Finger Stiffness after Distal Radius Fracture? A Double-blind, Placebo-controlled Randomized Trial:",Medicine,1,,,,Not_stated,0,0,0
8045,Where to go: Computational and visual what-if analyses in soccer:,Sport/Exercise,1,,,,Not_stated,0,0,0
8077,Working overtime: The effects of overtime periods on game demands in basketball players:,Sport/Exercise,1,,,,SPSS,0,0,0
8081,Wrist-specific accelerometry methods for estimating free-living physical activity:,Sport/Exercise,1,,,,SPSS,0,0,0
74,A brief introduction to health economics:,NA,0,,1,,,,,
263,A systematic review of sport for development interventions across six global cities:,NA,0,,1,,,,,
427,Adopting physical activity to help combat end-stage renal disease:,NA,0,,1,,,,,
486,Alignment in TKA: what has been clear is not anymore!:,NA,0,1,,,,,,
727,Arthroscopic Remplissage for Anterior Shoulder Instability: A Systematic Review of Clinical and Biomechanical Studies:,NA,0,,1,,,,,
750,ArtiFacts: Fighting Wartime Wound Infections with the Carrel-Dakin Method:,NA,0,1,,,,,,
763,Assessing the psychosocial factors associated with adherence to exercise referral schemes: A systematic review:,NA,0,,1,,,,,
909,Before and after major neck surgery:,NA,0,1,,,,,,
927,Beware the luck' capstone:,NA,0,1,,,,,,
1027,Bone graft substitutes in single-or double-level anterior cervical discectomy and fusion: A systematic review:,NA,0,,1,,,,,
1048,Breaking down the human motor cortex: the layer-specific measurement of corticospinal neuronal activity:,NA,0,1,,,,,,
1059,"Bright spots, physical activity investments that work - Gators in Motion: A holistic approach to sport-based youth development:",NA,0,,1,,,,,
1556,Computational methods to model complex systems in sports injury research: Agent-based modelling (ABM) and systems dynamics (SD) modelling:,NA,0,1,,,,,,
1663,CORR Insights®: Can patients forecast their postoperative disability and pain?:,NA,0,1,,,,,,
1707,CORR Insights®: Intrawound antibiotic powder decreases frequency of deep infection and severity of heterotopic ossification in combat lower extremity amputations:,NA,0,1,,,,,,
1724,"CORR Insights®: Patient Characteristics, Treatment, and Presenting PROMIS Scores Associated with Number of Office Visits for Traumatic Hand and Wrist Conditions:",NA,0,1,,,,,,
1732,CORR insights®: Postoperative thromboprophylaxis with new oral anticoagulants is superior to LMWH in hip arthroplasty surgery: Findings from the Swedish registry:,NA,0,1,,,,,,
1742,CORR Insights®: Small Social Incentives Did Not Improve the Survey Response Rate of Patients Who Underwent Orthopaedic Surgery: A Randomized Trial:,NA,0,1,,,,,,
1746,CORR insights®: Surgical loupes worn by orthopaedic surgeons are a reservoir for microorganisms:,NA,0,1,,,,,,
1747,CORR Insights®: Temporary External Fixation Can Stabilize Hip Transposition Arthroplasty after Resection of Malignant Periacetabular Bone Tumors:,NA,0,1,,,,,,
1754,CORR Insights®: Tilt-adjusted Cup Anteversion in Patients with Severe Backward Pelvic Tilt is Associated with the Risk of Iliopsoas Impingement: A Three-dimensional Implantation Simulation:,NA,0,1,,,,,,
1755,CORR Insights®: Tissue Adhesive for Wound Closure Reduces Immediate Postoperative Wound Dressing Changes after Primary TKA: A Randomized Controlled Study in Simultaneous Bilateral TKA:,NA,0,1,,,,,,
1760,CORR insights®: Vascularized periosteal flaps accelerate osteointegration and revascularization of allografts in rats:,NA,0,1,,,,,,
1766,CORR insights®: What are the migration patterns for U.S. primary total joint arthroplasty patients?:,NA,0,1,,,,,,
1768,CORR Insights®: What Are the Uses and Limitations of Time-driven Activity-based Costing in Total Joint Replacement?:,NA,0,1,,,,,,
1779,CORR Insights®: What is the Likelihood That Tumor Endoprostheses Will Experience a Second Complication after First Revision in Patients with Primary Malignant Bone Tumors and What Are Potential Risk Factors?:,NA,0,1,,,,,,
1848,Cross-cultural Adaptation and Validation of the Simplified-Chinese Version of Neck Bournemouth Questionnaire for Patients in Mainland China:,NA,0,1,,,,,,
1869,Crucial structures:,NA,0,1,,,,,,
1878,Current Insights into the Potential Misuse of Platelet-based Applications for Doping in Sports:,NA,0,1,,,,,,
1903,Daily Step Counts for Measuring Physical Activity Exposure and Its Relation to Health:,NA,0,,1,,,,,
1991,Determining the Upper Limit of the Metabolic Steady State:,NA,0,1,,,,,,
1997,Developing common demographic data elements to include in future editions of the SCAT and Child SCAT: A modified international Delphi study:,NA,0,1,,,,,,
2099,Disparity among muscles: different levels of plasticity of cortical representation of different muscles revealed by transcranial magnetic stimulation:,NA,0,1,,,,,,
2178,Does 6 weeks of HIIT alter structural and functional cardiac and arterial stiffness in young adults?:,NA,0,1,,,,,,
2812,Epidemiology of ankle sprains and chronic ankle instability:,NA,0,1,,,,,,
2976,Exercising Choice and Control: A Qualitative Meta-synthesis of Perspectives of People With a Spinal Cord Injury:,NA,0,,1,,,,,
3146,Food-First Approach to Enhance the Regulation of Post-exercise Skeletal Muscle Protein Synthesis and Remodeling:,NA,0,,1,,,,,
3174,From atoms to physiology: what it takes to really understand inflammasomes:,NA,0,1,,,,,,
3181,From Hospital to Home to Participation: A Position Paper on Transition Planning Poststroke:,NA,0,1,,,,,,
3261,Gestational diabetes mellitus: a (nearly) perfect mouse model:,NA,0,1,,,,,,
3263,Getting back to football after having a total hip replacement (twice):,NA,0,1,,,,,,
3276,Global Orthopaedic Surgery: An Ethical Framework to Prioritize Surgical Capacity Building in Low and Middle-Income Countries:,NA,0,1,,,,,,
3501,How Often Do Orthopaedic Matched Case-Control Studies Use Matched Methods? A Review of Methodological Quality:,NA,0,,1,,,,,
3562,Imaging with ultrasound in physical therapy: What is the PT's scope of practice? A competency-based educational model and training recommendations:,NA,0,,1,,,,,
3669,Improving Walking Ability in People With Neurologic Conditions: A Theoretical Framework for Biomechanics-Driven Exercise Prescription:,NA,0,,1,,,,,
3697,Inactive runners or sedentary active individuals?:,NA,0,1,,,,,,
3755,Indeed association does not equal prediction: The never-ending search for the perfect acute:chronic workload ratio:,NA,0,1,,,,,,
3838,Injury prevention strategies specific to pre-elite athletes competing in Olympic and professional sports — A systematic review:,NA,0,,1,,,,,
3864,"Insulin at the Crossroads of Metabolic, Neurologic, and Vasculature Disease:",NA,0,,1,,,,,
3910,Intimate Partner Violence and Orthopaedics: AOA Critical Issues:,NA,0,,1,,,,,
4070,Johann Peter Frank (1745-1821) and the Pathogenesis of Back Pain:,NA,0,1,,,,,,
4084,K+ and the renin–angiotensin–aldosterone system: new insights into their role in blood pressure control and hypertension treatment:,NA,0,,1,,,,,
4127,Labral Repair Versus Biceps Tenodesis for Primary Surgical Management of Type II Superior Labrum Anterior to Posterior Tears: A Systematic Review:,NA,0,,1,,,,,
4520,Methodological approaches and related challenges associated with the determination of critical power and curvature constant:,NA,0,,1,,,,,
4529,Micro(RNA)-managing muscle wasting:,NA,0,,1,,,,,
4676,Movement for Movement: A practical insight into embedding physical activity into the undergraduate medical curriculum exemplified by Lancaster Medical School:,NA,0,1,,,,,,
4799,New Persistent Opioid Use Following Common Forefoot Procedures for the Treatment of Hallux Valgus:,NA,0,,1,,,,,
4869,Non-targeted metabolomics in sport and exercise science:,NA,0,,1,,,,,
4983,Optimising the ‘Mid-Stage’ Training and Testing Process After ACL Reconstruction:,NA,0,,1,,,,,
5078,Overuse injury: The result of pathologically altered myofascial force transmission?:,NA,0,,1,,,,,
5259,Personalised medicine in knee arthroplasty: we need more science!:,NA,0,1,,,,,,
5262,Perspectives and determinants for training-intensity distribution in elite endurance athletes:,NA,0,1,,,,,,
5299,Physical activity promotion in Australian physiotherapy practice: How do physiotherapists promote physical activity and what factors influence promotion? (PhD Academy Award):,NA,0,1,,,,,,
5300,Physical activity promotion in women with PTSD: What we need for progress:,NA,0,1,,,,,,
5360,Phytochemicals for Improving Aspects of Cognitive Function and Psychological State Potentially Relevant to Sports Performance:,NA,0,,1,,,,,
5530,Preface to the special issue: 50 years of FEPSAC:,NA,0,1,,,,,,
5709,Psychology of athletes' dual careers: A state-of-the-art critical review of the European discourse:,NA,0,,1,,,,,
5725,Pulmonary and Respiratory Muscle Function in Response to Marathon and Ultra-Marathon Running: A Review:,NA,0,,1,,,,,
6120,Risk Factors for Elbow and Shoulder Injuries in Adolescent Baseball Players: A Systematic Review:,NA,0,,1,,,,,
6123,Risk factors for lateral ankle sprains and chronic ankle instability:,NA,0,,1,,,,,
6265,Separating the myths from facts: Time to take another look at Osgood Schlatter € disease':,NA,0,1,,,,,,
6470,Spinal cord-level adaptations to resistance training: the ‘backbone’ of early strength gains?:,NA,0,1,,,,,,
6509,"Sports Injury Prevention is Complex: We Need to Invest in Better Processes, Not Singular Solutions:",NA,0,,1,,,,,
6512,Sports medicine highlights from other journals:,NA,0,1,,,,,,
6530,Standardizing Analytic Methods and Reporting in Activity Monitor Validation Studies:,NA,0,,1,,,,,
6671,Swiss sports and exercise medicine: Educate and activate:,NA,0,1,,,,,,
6709,Teammate influences on the eating attitudes and behaviours of athletes: A systematic review:,NA,0,,1,,,,,
7106,The importance of biomechanical properties in revision acromioclavicular joint stabilization: a scoping review:,NA,0,,1,,,,,
7108,The importance of nicotine use among winter sports athletes especially in skiers:,NA,0,1,,,,,,
7160,The intersection of athletic training and public health:,NA,0,1,,,,,,
7226,The overlooked role of fiber length in mechanical load-induced growth of skeletal muscle:,NA,0,1,,,,,,
7229,The passive mechanical properties of muscle:,NA,0,1,,,,,,
7262,"The Problems with ""the Problem withMagnitude-Based Inference'"":",NA,0,1,,,,,,
7279,"The Rehabilitation Treatment Specification System: Implications for Improvements in Research Design, Reporting, Replication, and Synthesis:",NA,0,1,,,,,,
7314,The Responsiveness of Patient- Reported Outcome Tools in Shoulder Surgery Is Dependent on the Underlying Pathological Condition:,NA,0,,1,,,,,
7451,These are the sprains of our lives:,NA,0,1,,,,,,
7501,Time-to-event analysis for sports injury research part 2: Time-varying outcomes:,NA,0,,1,,,,,
7577,Tranexamic Acid during Anterior Cruciate Ligament Reconstruction Reduced Drained Blood Volume on Day 1 and Hemarthrosis Up to Day 15 but Did Not Improve Clinical Outcomes at 3 Months:,NA,0,1,,,,,,
7617,Treatment of unstable knee osteochondritis dissecans in the young adult: results and limitations of surgical strategies—The advantages of allografts to address an osteochondral challenge:,NA,0,,1,,,,,
7618,Treatment options for the symptomatic post-meniscectomy knee:,NA,0,,1,,,,,
7621,Trefoil factor 2–C-X-C chemokine receptor 4-mediated calcium signalling is implicated in gastric epithelial restitution:,NA,0,1,,,,,,
7629,TRIC-A channels rock out alone while TRIC-B get high with a little help from their friends:,NA,0,1,,,,,,
7943,What Are the Implications of Alternative Alpha Thresholds for Hypothesis Testing in Orthopaedics?:,NA,0,1,,,,,,
7997,What Proportion of Women Who Received Funding to Attend a Ruth Jackson Orthopaedic Society Meeting Pursued a Career in Orthopaedics?:,NA,0,1,,,,,,
8006,What's Important: Appreciating Serendipity:,NA,0,1,,,,,,
8008,What's important: Burnout and well-being: Confessions of a slow learner:,NA,0,1,,,,,,
8024,What's New in Hip Replacement:,NA,0,1,,,,,,
8035,What's so special about lipid transport in the human placenta?:,NA,0,1,,,,,,
8047,Which criteria are used to clear patients to return to sport after primary ACL reconstruction?,NA,0,,1,,,,,
8066,Why not consider a sex factor within the ISO 11088 ski binding setting standard?:,NA,0,1,,,,,,
