"doi","Journal","Publication_year","Publication_year.2","statistical.analysis.and.or.simulations.2","bioinformatic.analysis","additional.comment.on.analysis","analysis_software_names","num.software.calculated","num.software_with_version","num.packages","num.packages.calculated","num.packages_with_version","CodeShared","CodeShared.2","LinktoCode","LocationShared","Repository","FreeSoftware","FreeSoftware.2","DataUsed","DataShared","DataShared.2","ExtraComments","comments_AB","comments_on_AB"
"10.1111/1365-2656.12809","JOURNAL OF ANIMAL ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, mixed models","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1098/rspb.2018.0339","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","ANOVAs, Holm-Sidak tests, t tests","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","data made available as a pdf, a bit annoying, software used for the analyses unknown",NA,NA
"10.1111/mec.14521","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","DAPC, F tests, ANOVA, mixed models, AIC, permutations tests","Genemaper and Fragstat and Chloe and Arcgis and Esri and R",6,0,"4","4","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions of 1 out of 4 not provided",NA,NA
"10.1111/1365-2745.12928","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","lmms, correlations","R",1,1,"2","2","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.13068","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","yes","constrained analysis, MC permuations, PCA, logistic regression, BLAST search, canonical correspondance analysis","R and Past and JMP",3,3,"2","2","2","no","no","NA","NA","NA","partially","yes","yes","yes","yes","R not properly cited",NA,NA
"10.1038/s41437-018-0069-y","HEREDITY",2018,"2018-2019","yes","no","ANOVAs, glmms, Wald Z tests, randomizations","R",1,0,"1","1","0","partially","yes","https://datadryad.org//resource/doi:10.5061/dryad.3571q4t","repository and supplementary file","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1038/s41437-017-0033-2","HEREDITY",2018,"2018-2019","yes","yes","QTL mapping, F tests, glms, permutations","Shapeworks",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","Data provided as an .Rdata file, and images provided at the OSF. There is some code link via GitHub to the OSF project but I do not think it is the specific code used in the study. It is not clear to me what software they used for the glms",NA,NA
"10.1086/697563","AMERICAN NATURALIST",2018,"2018-2019","yes","yes","lots of other software used for bioinformatics analysis","R and Bwa and Samtools and Picard-tools and Vcftools and Admixture and Plink and Aic",8,6,"6","6","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","version of R packages generally not provided, but version of bioinformatics packages provided",NA,NA
"10.1098/rspb.2018.1527","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","correlations, lmms, VIF, lms","R and Interact",2,2,"1","1","1","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.0b3k209","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.2273","ECOSPHERE",2018,"2018-2019","yes","no","ANOVA, Tukey post hoc tests, analysis of covariance, Kruskal-Wallis","JMP",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","open access",NA,NA
"10.1098/rspb.2018.0569","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","glmms, AIC","R",1,0,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","no","no","Data shared = no because they simply provide the link of UvA Bird Tracking system and expect you to be able to fetch the specific data used for the study, which I do not think would be actually possible without more information, R not properly cited, and R and R packages versions not provided",NA,NA
"10.1098/rspb.2017.2314","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","permutation tests, permutation t tests","R and MATLAB",2,2,"2","1","0","yes","yes","https://zenodo.org/record/898733#.XToFzvIzbb0","repository","Zenodo","partially","yes","yes","yes","yes","R code used exclusively for running permutations tests using package perm, whose version is not provided, and the package is not properly cited",NA,NA
"10.1111/1365-2435.13133","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, lmms, t tests","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided",NA,NA
"10.1002/ecs2.2352","ECOSPHERE",2018,"2018-2019","yes","no","glms, correlations, ANOVAs, Tukey tests, t tests","SPSS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","open access",NA,NA
"10.1098/rspb.2017.2171","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","mixed models (ICC), autocorrelations","MATLAB",1,1,"0","0","NA","yes","yes","https://figshare.com/collections/Supplementary_material_from_Imitation_of_novel_conspecific_and_human_speech_sounds_in_the_killer_whale_i_Orcinus_orca_i_/3982647","repository","Figshare","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2018.1632","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","phylogenetic analyses, bootstrapping, Shapiro-Wilk tests, Wilcoxon tests","Mesquite and R",2,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","they said we used a custom R script a couple of times but they do not provide it, R not properly cited and its version not provided either",NA,NA
"10.1098/rspb.2018.0419","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","chi-square, t tests, lms, glms","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2745.12939","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","correlations, glmms, lmms, permutations, ANOVA","R",1,0,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, R and R package version not provided",NA,NA
"10.1111/1365-2745.12946","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","glmms, non-constant variance score tests","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided",NA,NA
"10.1111/1365-2745.12974","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","GAMs, correlations","R",1,1,"0","0","NA","yes","yes","https://zenodo.org/record/1183416#.XS2vx-gzaUl","repository","Zenodo and GitHub","yes","yes","yes","yes","yes","code originally in Github but archived via Zenodo (which gives it a doi)",NA,NA
"10.1111/2041-210X.12979","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","yes","no","kringing models for linear networks and non-euclidean distances, re-analysis of dataset, package developed","R",1,0,"0","0","NA","yes","yes","https://zenodo.org/record/1146098#.XTGgL-szbb0","repository","Zenodo and GitHub","yes","yes","yes","yes","yes","I could not confirm that the code for the re-analysis is provided because it is too many files, but in the papers it says An R (R Core Team, 2017) package called KrigLinCaution was created that contains all data, code and analyses AND also the manuscript combining LaTeX and R code is also included in the package",NA,NA
"10.1002/ecs2.2455","ECOSPHERE",2018,"2018-2019","yes","no","logistic regressions, AIC, Z tests, glms","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","open access",NA,NA
"10.1111/1365-2664.13184","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","no","AIC, glmms, correlations","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages not properly cited and versions not provided either",NA,NA
"10.1038/s41437-017-0044-z","HEREDITY",2018,"2018-2019","yes","yes","multivariate regression redundancy analysis, GWAS","R and SAS",2,1,"4","4","0","partially","yes","https://datadryad.org/resource/doi:10.5061/dryad.3402n","repository","Dryad","partially","yes","yes","partially","yes","NA",NA,NA
"10.1111/1365-2435.13178","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","lms, Tukey tests, PCA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, R packages used not provided",NA,NA
"10.1002/ecs2.2340","ECOSPHERE",2018,"2018-2019","yes","no","correlations, ANOVAs, Tukey tests, NMDS, permutations","R and PC-ORD",2,2,"0","0","NA","no","no","NA","NA","NA","partially","yes","yes","partially","yes","open access, simulation refers to permuations they did",NA,NA
"10.1002/ecs2.2368","ECOSPHERE",2018,"2018-2019","yes","no","AIC, nonlinear models","R",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","open access, R and R package version not provided, R package not properly cited either, also it does not seem they cite all packages used but I am not sure",NA,NA
"10.1111/1365-2664.13074","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","no","correlations, morphological spatial pattern analysis, lmms, lms, glmms, AIC","R and Guidos",2,0,"5","5","4","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, and R version not provided. R packages versions of 1 out of 5 packages not provided.",NA,NA
"10.1086/696847","AMERICAN NATURALIST",2018,"2018-2019","yes","no","mixed models","Asrembler and R",2,2,"1","1","0","partially","yes","https://doi.org/10.1086/696847","supplementary file","NA","yes","yes","yes","yes","yes","code is accessible because paper is open access. Despite using R, they use ASREML, which is not free",NA,NA
"10.1002/ecm.1308","ECOLOGICAL MONOGRAPHS",2018,"2018-2019","yes","no","just a couple of correlations and a lot of plotting","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","software used for analyses and plotting not findable",NA,NA
"10.1111/mec.14791","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","lms, R package developed, permutation tests, glms, discriminant functions, sequencing","Stacks and R",2,1,"5","5","1","yes","yes","https://doi.org/10.1111/mec.14791","supplementary file","NA","yes","yes","yes","yes","yes","files provided double in the supplementary material",NA,NA
"10.1111/1365-2664.12960","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","no","t tests, ANOVAs, lms","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages not properly cited and versions not provided either",NA,NA
"10.1111/mec.14838","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","correlations, PCAs, GWAS, glms, animal models, permutations","R and Beagle",2,1,"7","7","6","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.n068q74","repository and supplementary file","Dryad and GitHub","partially","yes","yes","yes","yes","NA",NA,NA
"10.1002/ecs2.2461","ECOSPHERE",2018,"2018-2019","yes","no","lmms, R2, AIC, correlations","R",1,1,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","no","no","open access, R packages versions one provided and one not provided",NA,NA
"10.1111/mec.14539","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","PERMANOVA, ANOSIM, sequencing, PCoAs (principal coordinates analyses)","R and Primer and Giime and Raxml",4,3,"3","3","1","yes","yes","https://github.com/BikLab/ME_microbiome_2017/tree/master/scripts","version control platform","GitHub","yes","yes","yes","yes","yes","largely bioinformatics, the stats seem all related to bioinformatics except the PCoA (principal coordinates analyses)",NA,NA
"10.1111/1365-2435.13134","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","lmms, multiple comparisons, Bonferroni, t tests","R",1,0,"3","3","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R and R packages versions not provided, R not cited but Rstudio",NA,NA
"10.1111/1365-2435.13041","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","model simulation but the paper is mostly a review","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","no","no","Data not shared because authors argue that ""All data are included in the manuscript"" but that cannot be if they run simulations, also, software used for the simulations unknown",NA,NA
"10.1086/698372","AMERICAN NATURALIST",2018,"2018-2019","yes","no","Bayesian phylogenetic mixed models","R and Phylomatic",2,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R and R packages versions not provided",NA,NA
"10.1111/1755-0998.12927","MOLECULAR ECOLOGY RESOURCES",2018,"2018-2019","yes","yes","tool for phylogeny reconstruction","Python and Maker and Samtools and Bcftools and Picard Tools and Redundans and Busco and Gallus Gallus and Last and Bedtools and Trimmomatic and Nextclip",12,10,"0","0","NA","yes","yes","https://github.com/MayroseLab/OneTwoTree","version control platform","GitHub","yes","yes","yes","yes","yes","The source code, tutorial and example of results are freely available from the GitHub repository, including a step-by-step tutorial",NA,NA
"10.1111/1365-2745.12897","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","meta-analysis, bootstrapping","R and Getdata",2,2,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, R packages used not even mentioned",NA,NA
"10.1111/1365-2745.12955","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","yes","sequencing, barcoding, PCA, permutation tests, phylogenetic comparative analyses, mixed models, Monte Carlo simulations","R",1,0,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided",NA,NA
"10.1111/1365-2435.13146","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","mixed models, ANOVAs","SPSS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2018.1086","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","mixed models (repeatability), Shapiro-Wilks tests, lmms, bivariate models","R and Smatr and Tpsrelw",3,2,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not cited and R and R package (1 out of 2) versions not provided",NA,NA
"10.1002/ecy.2214","ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, Tukey tests, t-test","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1111/1365-2435.13093","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","t tests, bootstraping, lms, glmms, glms, ANOVAs","Genemapper",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","software used for the analyses unknown",NA,NA
"10.1002/ecy.2138","ECOLOGY",2018,"2018-2019","yes","yes","glms, lms, t tests, correlations","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","a github repo with an R package (pdiv) cited as a footnote",NA,NA
"10.1002/ecs2.2077","ECOSPHERE",2018,"2018-2019","yes","no","lmms, LRTs, R2, Welch t tests, Fishers exact tests","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","open access, R and R package version not provided",NA,NA
"10.1086/698726","AMERICAN NATURALIST",2018,"2018-2019","yes","no","correlations, mixed models, meta-regressions","R",1,1,"3","3","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided, R not properly cited",NA,NA
"10.1098/rspb.2018.0369","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","yes","glms, glmms, sequencing (very simple bioinformatics)","Tcs and R",2,2,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R package version not provided",NA,NA
"10.1111/mec.14898","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","sequencing, cox regressions, PCA, population genetics, permutations, bootstrapping, AMOVA, GWAS","R",1,1,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions of 4 out of 5 not provided, R version not provided",NA,NA
"10.1002/ecs2.2498","ECOSPHERE",2018,"2018-2019","yes","no","regression analysis, ANCOVA, MANOVA, ANOVA, Tukey-Kramer test","Prism and JMP",2,2,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","open access",NA,NA
"10.1002/ecs2.2417","ECOSPHERE",2018,"2018-2019","yes","no","mixed models, multivariate analysis, non-metric dimensional scaling","PC-ORD and JMP",2,2,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","open access",NA,NA
"10.1098/rspb.2018.1168","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","lmms, Tukey tests","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","R and R package not properly cited, and their versions not provided, and they do not mention the package used for the lmms","no R listed",NA
"10.1111/1365-2745.13026","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","correlations, lms, ANOVAs, t tests, resampling approach","Not Stated",NA,NA,"1","1","0","no","no","NA","NA","NA","NA","NA","yes","yes","yes","some R outputs provided in the supplements but cannot be considered as proper code, R not even mentioned, and R package not properly cited, and its version not provided either. Data provided as a pdf, which is very annoying.","R is not mentioned, just the package",NA
"10.1002/ecs2.2297","ECOSPHERE",2018,"2018-2019","yes","yes","survival analyses, simulations seem to have been performed but it is not clear, DNA extracted for bear species determination (bioinformatics)","Mark",1,0,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/2041-210X.13062","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","yes","no","maximum likelihood, binomial detection models","R",1,0,"2","2","0","yes","yes","https://doi.org/10.1111/2041-210X.13062","supplementary file","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1086/697218","AMERICAN NATURALIST",2018,"2018-2019","yes","no","glms, cmr models","R and Mark and Oriana",3,2,"2","2","1","no","no","NA","NA","NA","partially","yes","yes","yes","yes","R and R packages versions not provided",NA,NA
"10.1002/ecy.2068","ECOLOGY",2018,"2018-2019","yes","no","correlations, ANOVAS, Fisher tests, PCAs","R",1,1,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","no","no","open access, R packages version not provided",NA,NA
"10.1111/1365-2745.12912","JOURNAL OF ECOLOGY",2018,"2018-2019","yes","no","lmms, ANOVAs, Tukey tests, logistic regression, lms","R",1,1,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions not provided",NA,NA
"10.1098/rspb.2018.2142","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","glmms, lmms, repeatability","R",1,1,"5","5","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, R package version of 3 out of 4 packages not provided",NA,NA
"10.1111/1365-2435.13024","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, correlations, Fishers tests","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1086/695767","AMERICAN NATURALIST",2018,"2018-2019","yes","no","correlations, lms, lmms","Not Stated",NA,NA,"NA","NA","NA","no","no","NA","NA","NA","NA","NA","yes","yes","yes","software used for the analyses not reported, but plots look like R plots",NA,NA
"10.1098/rspb.2018.0915","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","pearson residuals, developed a joint dynamic species density model, and an R package to do so, which is openly available in github","R",1,0,"2","2","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","They developed an R package, which they say can be used to do all the calculations in the paper, however, they do not released the specific code used for the case example to analyse",NA,NA
"10.1002/ecs2.2075","ECOSPHERE",2018,"2018-2019","yes","no","correlations, coinertia analysis, multivariate and EMS analyses","Quantumigs and Pci Geomatica and Fragstats and R",4,3,"2","2","2","no","no","NA","NA","NA","yes","yes","yes","no","no","open access, PCI Geomatica is not free the remaining software seem free. R not properly cited and version not provided",NA,NA
"10.1002/ecy.2534","ECOLOGY",2018,"2018-2019","yes","no","lms, lmms","SAS",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","no","no","NA",NA,NA
"10.1111/mec.14557","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","BIC, DAPC, Fishers exact tests, genotyping, lmms, Tukey tests, permutations","R and Trinity and Bwa and Gatk and Picard Tools and Snpeff and Genemarks and Lemons and Batchprimer and Torrent Suite and Cutadapt and Pgdspider and Plink and",14,13,"5","5","5","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.mb49d60","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
"10.1111/1365-2664.13164","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","no","correlations, MC randomizations, time-series clustering, bootstrapping, ANOVAs, MANOVAs, Tukey tests","R",1,0,"4","4","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited, and R and R package version not provided either",NA,NA
"10.1111/mec.14894","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","sequencing, phylogenetic analyses, coalescent analyses, bootstrapping, mantel tests, PCA","R",1,0,"6","6","1","yes","yes","https://github.com/richiehodel/Caribbean_mangroves","version control platform","GitHub","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2018.0723","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","simulations for an individual-based model suggested","Not Stated",NA,NA,"NA","NA","NA","yes","yes","https://osf.io/7p6us/","repository","OSF","NA","NA","yes","yes","yes","R code used exclusively for producing a heatmap, R not mentioned in the paper, MATLAB either",NA,NA
"10.1002/ecy.2096","ECOLOGY",2018,"2018-2019","yes","no","ANOVAs for a short note","SAS",1,0,"0","0","NA","yes","yes","https://zenodo.org/record/1044476#.XRXrI-szbb1","repository","Zenodo","no","no","yes","yes","yes","simple and short code for ANOVAs",NA,NA
"10.1098/rspb.2017.2384","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","PGLS, phylogenetic trees, correlations, permutations, AIC, lms","R",1,1,"3","3","2","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1098/rspb.2017.2299","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","phylogenetic trees, omnibus test, correlations","R and Figtree and Illustrator and Mesquite and Bayestraits",5,5,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R version not provided, instead, R studio version provided",NA,NA
"10.1038/s41437-018-0148-0","HEREDITY",2018,"2018-2019","yes","no","theoretical models with simulations","Not Stated",NA,NA,"NA","NA","NA","yes","yes","https://github.com/willyrv/nssc-tools","version control platform","GitHub","NA","NA","yes","yes","yes","open access, as far as I can see, all data is simulated, and since code is provided, then datashared = yes",NA,NA
"10.1111/1365-2656.12833","JOURNAL OF ANIMAL ECOLOGY",2018,"2018-2019","yes","no","AIC, lmms, lms","R",1,0,"1","1","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R package version not provided",NA,NA
"10.1002/ecy.2191","ECOLOGY",2018,"2018-2019","yes","no","mixed models","R",1,0,"3","3","0","no","no","NA","NA","NA","yes","yes","yes","no","no","the syntax for the full model ran in lmer is provided in Appendix S1 but no code. R and R packages versions not provided. For some of the datasets in Appendix S2 it says ""data available on request"", one dataset at least seems to be available online",NA,NA
"10.1111/mec.14549","MOLECULAR ECOLOGY",2018,"2018-2019","yes","no","lmms, outlier analyses","R",1,0,"2","2","0","yes","yes","https://datadryad.org/resource/doi:10.5061/dryad.jq5g627","repository","Dryad","yes","yes","yes","yes","yes","review type paper",NA,NA
"10.1038/s41437-018-0093-y","HEREDITY",2018,"2018-2019","yes","no","mixed models, survival models, Tukey tests","R",1,1,"4","4","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R package version of 2 packages (out of 4) not provided",NA,NA
"10.1002/ecy.2226","ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, Post-hoc Tukey tests, glms, correlations","R and JMP",2,2,"3","3","3","no","no","NA","NA","NA","partially","yes","yes","no","no","all packages and software, and the specific versions used provided and cited in the supplements (and referenced in the main text) a paragraph specifically written for that.",NA,NA
"10.1111/2041-210X.12985","METHODS IN ECOLOGY AND EVOLUTION",2018,"2018-2019","yes","no","occupancy modelling","R",1,0,"0","0","NA","partially","yes","https://doi.org/10.1111/2041-210X.12985","supplementary file","NA","yes","yes","yes","yes","yes","the code used for the case examples is not provided as far as I can see, only code for simulations and functions for the models suggested",NA,NA
"10.1098/rspb.2018.1112","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","simulated animals moving on screen for an experiment on anti-predatory strategies, glmms","R and Unity3d",2,1,"1","1","0","no","no","NA","NA","NA","partially","yes","yes","yes","yes","Unity3D was used for the simulations, R not properly cited, and R package version not provided",NA,NA
"10.1002/ecm.1284","ECOLOGICAL MONOGRAPHS",2018,"2018-2019","yes","no","simulations and some correlations in AppendixS1","R",1,0,"1","1","1","partially","yes","https://doi.org/10.1002/ecm.1284","supplementary file","NA","yes","yes","yes","yes","yes","code in Appendix S2. For the R implementation they cite the method paper and the package, but they do not provide their code",NA,NA
"10.1098/rspb.2018.1224","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","yes","PCAs, SNAs, permutation analyses, sequencing, AMOVA","R and Stacks",2,2,"4","4","4","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R not properly cited",NA,NA
"10.1111/1365-2664.13111","JOURNAL OF APPLIED ECOLOGY",2018,"2018-2019","yes","yes","bayesian t tests, sequencing and barcoding, iterative model, logistic models","R and Rstan",2,2,"2","2","0","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R packages versions of 3 out of 4 not provided",NA,NA
"10.1098/rspb.2018.2466","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2018,"2018-2019","yes","no","mixed models (repeatability), survival analyses, ANOVAs, glms, lms","R",1,1,"5","5","0","partially","yes","https://doi.org/10.1098/rspb.2018.1111","supplementary file","NA","yes","yes","yes","yes","yes","the way the availability of the code is mentioned in the main text is unclear",NA,NA
"10.1111/1365-2435.12934","FUNCTIONAL ECOLOGY",2018,"2018-2019","yes","no","ANOVAs, R2, correlations, RDAs","R and SPSS",2,2,"1","1","0","no","no","NA","NA","NA","partially","yes","yes","yes","yes","R package not properly cited and version not provided either. There is some weird bug in this paper, it is both in Journal of Ecology (https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12934%4010.1111/%28ISSN%291365-2745.09122017) and Functional Ecology (https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12934#support-information-section)",NA,NA
"10.1111/mec.14859","MOLECULAR ECOLOGY",2018,"2018-2019","yes","yes","comparative methods, PGLS, cluster analysis, correlations, canonical correspondence analysis, permutation tests","Partition Finder and Beast and R and Quantity One and Flex Analysis",5,4,"1","1","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","R version not provided, and R package version of 1 out of 2 packages not provided either",NA,NA
"10.1002/ecs2.2117","ECOSPHERE",2018,"2018-2019","yes","no","ANOVAs, Tukey tests, ANCOVAs, regression analyses","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","open access",NA,NA
"10.1890/14-1947","ECOLOGICAL APPLICATIONS",2016,"2015-2016","yes","no","they also develop a model","MATLAB",1,1,"0","0","NA","no","no","NA","NA","NA","no","no","yes","yes","yes","NA",NA,NA
"10.1111/mec.13538","MOLECULAR ECOLOGY",2016,"2015-2016","yes","yes","NA","R",1,1,"3","3","1","no","no","NA","NA","NA","yes","yes","yes","yes","yes","NA",NA,NA
"10.1890/15-1084.1","ECOLOGY",2016,"2015-2016","yes","no","NA","R",1,1,"0","0","NA","no","no","NA","NA","NA","yes","yes","yes","no","no","NA",NA,NA
"10.1111/1365-2435.12576","FUNCTIONAL ECOLOGY",2016,"2015-2016","yes","no","develop/extend, run/impelement a model","JAGS and R",2,0,"0","0","NA","yes","yes","https://doi.org/10.5061/dryad.d87v7","repository","Dryad","yes","yes","yes","yes","yes","NA",NA,NA
