id,authors,title,keywords,pubMonth,pubYear,volume,firstPage,lastPage,doi
PkLdM,"Kvam, PD; Pleskac, TJ",Strength and weight: The determinants of choice and confidence,Evidence accumulation; Strength; Weight; Confidence; Decision-making; Diffusion model,JUL,2016,152,170,180,http://doi.org/10.1016/j.cognition.2016.04.008
DkgkC,"Slevc, LR; Davey, NS; Buschkuehl, M; Jaeggi, SM",Tuning the mind: Exploring the connections between musical ability and executive functions,Executive functions; Working memory; Musical ability; Individual differences,JUL,2016,152,199,211,http://doi.org/10.1016/j.cognition.2016.03.017
sSiKJ,"Mohring, W; Ramsook, KA; Hirsh-Pasek, K; Golinkoff, RM; Newcombe, NS",Where music meets space: Children's sensitivity to pitch intervals is related to their mental spatial transformation skills,Cross-modal transfer; Spatial representation; Pitch height; Distance effect,JUN,2016,151,1,5,http://doi.org/10.1016/j.cognition.2016.02.016
gZJXQ,"Protzko, J; Ouimette, B; Schooler, J",Believing there is no free will corrupts intuitive cooperation,Free will; Cooperation; Morality; Dual process,JUN,2016,151,6,9,http://doi.org/10.1016/j.cognition.2016.02.014
zkxvx,"Yin, J; Xu, HK; Ding, XW; Liang, JY; Shui, RD; Shen, MW",Social constraints from an observer's perspective: Coordinated actions make an agent's position more predictable,Action prediction; Social constraint; Coordination information; Coordinated chase; Individual chase,JUN,2016,151,10,17,http://doi.org/10.1016/j.cognition.2016.02.009
cBUpt,"Blythe, RA; Smith, ADM; Smith, K",Word learning under infinite uncertainty,Word learning; Cross-situational learning; Quine's Problem,JUN,2016,151,18,27,http://doi.org/10.1016/j.cognition.2016.02.017
DjNOT,"Tang, RX; Whitwell, RL; Goodale, MA",Unusual hand postures but not familiar tools show motor equivalence with precision grasping,Grasping; Visual feedback; Tools; Motor equivalence; Trial history,JUN,2016,151,28,36,http://doi.org/10.1016/j.cognition.2016.02.013
GygzB,"Traczyk, J; Fulawka, K",Numeracy moderates the influence of task-irrelevant affect on probability weighting,Statistical numeracy; Affect; Probability weighting function; Emotion; Integral vs. incidental affect,JUN,2016,151,37,41,http://doi.org/10.1016/j.cognition.2016.03.002
tWMkV,"Huhn, JM; Potts, CA; Rosenbaum, DA",Cognitive framing in action,Action; Cognitive framing; Heuristics; Object manipulation; Motor control; Bimanual actions,JUN,2016,151,42,51,http://doi.org/10.1016/j.cognition.2016.02.015
IRLQJ,"Ma, K; Sellaro, R; Lippelt, DP; Hommel, B",Mood migration: How enfacing a smile makes you happier,Self face recognition; Self representation; Illusory perception; Multisensory integration; Facial expression; Body representation; Mood,JUN,2016,151,52,62,http://doi.org/10.1016/j.cognition.2016.02.018
UnOEK,"Fornaciai, M; Cicchini, GM; Burr, DC",Adaptation to number operates on perceived rather than physical numerosity,Vision; Number; Adaptation; Segmentation; Numerosity discrimination,JUN,2016,151,63,67,http://doi.org/10.1016/j.cognition.2016.03.006
uLdrX,"Ishida, M; Samuel, AG; Arai, T","Some people are ""More Lexical"" than others",Degraded speech; Perceptual units; Lexical support for speech perception,JUN,2016,151,68,75,http://doi.org/10.1016/j.cognition.2016.03.008
mULFk,"Tasimi, A; Wynn, K",Costly rejection of wrongdoers by infants and children,Social cognition; Cognitive development; Cooperation,JUN,2016,151,76,79,http://doi.org/10.1016/j.cognition.2016.03.004
OLTbR,"Douven, I","Vagueness, graded membership, and conceptual spaces",Similarity; Conceptualisation; Vagueness; Graded membership; Conceptual spaces,JUN,2016,151,80,95,http://doi.org/10.1016/j.cognition.2016.03.007
jJDAL,"Ostrand, R; Blumstein, SE; Ferreira, VS; Morgan, JL",What you see isn't always what you get: Auditory word signals trump consciously perceived words in lexical access,Auditory-visual integration; Lexical access; McGurk effect; Multisensory perception,JUN,2016,151,96,107,http://doi.org/10.1016/j.cognition.2016.02.019
fnqVK,"Mankin, JL; Thompson, C; Branigan, HP; Simner, J",Processing compound words: Evidence from synaesthesia,Compound words; Synaesthesia; Word frequency; Semantic transparency; Lexical access; Dual-route model,MAY,2016,150,1,9,http://doi.org/10.1016/j.cognition.2016.01.007
wsvCD,"Hartanto, A; Yang, H",Disparate bilingual experiences modulate task-switching advantages: A diffusion-model analysis of the effects of interactional context on switch costs,Bilingualism; Interactional context; Task switching; Switch cost; Mixing cost; Diffusion model; Adaptive control hypothesis,MAY,2016,150,10,19,http://doi.org/10.1016/j.cognition.2016.01.016
PJGrX,"Skovgaard-Olsen, N; Singmann, H; Klauer, KC",The relevance effect and conditionals,Indicative conditionals; The New Paradigm; Relevance; Reasons; Concessive conditionals; The Equation,MAY,2016,150,26,36,http://doi.org/10.1016/j.cognition.2015.12.017
XRMQZ,"Wiegmann, A; Samland, J; Waldmann, MR",Lying despite telling the truth,Lying; Truth; Falsity; Conversational pragmatics; Moral cognition,MAY,2016,150,37,42,http://doi.org/10.1016/j.cognition.2016.01.017
cBoRW,"Surtees, A; Apperly, I; Samson, D",I've got your number: Spontaneous perspective-taking in an interactive task,Perspective-taking; Joint action; Theory of mind,MAY,2016,150,43,52,http://doi.org/10.1016/j.cognition.2016.01.014
KKsOf,"Krachun, C; Lurz, R; Russell, JL; Hopkins, WD",Smoke and mirrors: Testing the scope of chimpanzees' appearance-reality understanding,Appearance-reality discrimination; Visual illusions; Chimpanzees; Nonhuman primates,MAY,2016,150,53,67,http://doi.org/10.1016/j.cognition.2016.01.012
TLGOR,"Goffin, C; Ansari, D",Beyond magnitude: Judging ordinality of symbolic number is unrelated to magnitude comparison and independently relates to individual differences in arithmetic,Ordinality; Cardinality; Number comparison; Numerical cognition; Arithmetic achievement,MAY,2016,150,68,76,http://doi.org/10.1016/j.cognition.2016.01.018
XMBdw,"Benitez-Quiroz, CF; Wilbur, RB; Martinez, AM",The not face: A grammaticalization of facial expressions of emotion,Facial expressions of emotion; Face perception; Vision; Action units; Language evolution; Grammatical markers; Linguistics; Sign language; Compound emotions,MAY,2016,150,77,84,http://doi.org/10.1016/j.cognition.2016.02.004
odQVt,"Vivas, AB; Marful, A; Panagiotidou, D; Bajo, T",Instruction to forget lead to emotional devaluation,Directed forgetting; Emotional devaluation,MAY,2016,150,85,91,http://doi.org/10.1016/j.cognition.2016.02.005
ZraZw,"Gothe, K; Oberauer, K; Kliegl, R",Eliminating dual-task costs by minimizing crosstalk between tasks: The role of modality and feature pairings,Parallel processing; Modality pairings; Representational overlap; Bottleneck,MAY,2016,150,92,108,http://doi.org/10.1016/j.cognition.2016.02.003
JaxCi,"Travers, E; Rolison, JJ; Feeney, A",The time course of conflict on the Cognitive Reflection Test,Cognitive Reflection Test; Dual processes; Reasoning; Conflict; Mouse tracking; Heuristic,MAY,2016,150,109,118,http://doi.org/10.1016/j.cognition.2016.01.015
JVfZf,"Nie, QY; Maurer, M; Muller, HJ; Conci, M",Inhibition drives configural superiority of illusory Gestalt: Combined behavioral and drift-diffusion model evidence,Visual search; Kanizsa figure; Configural superiority; Inhibition; Drift-diffusion model,MAY,2016,150,150,162,http://doi.org/10.1016/j.cognition.2016.02.007
bPQsF,"Miller, HE; Patterson, R; Simmering, VR",Language supports young children's use of spatial relations to remember locations,Spatial recall; Intrinsic reference frame; Language; Memory development,MAY,2016,150,170,180,http://doi.org/10.1016/j.cognition.2016.02.006
gYmNQ,"Crespi, B; Leach, E; Dinsdale, N; Mokkonena, M; Hurd, P","Imagination in human social cognition, autism, and psychotic-affective conditions",Imagination; Autism; Schizophrenia; Creativity; Polygenic risk score; Autism Spectrum Quotient,MAY,2016,150,181,199,http://doi.org/10.1016/j.cognition.2016.02.001
pyWON,"Teubner-Rhodes, SE; Mishler, A; Corbett, R; Andreu, L; Sanz-Torrent, M; Trueswell, JC; Novick, JM","The effects of bilingualism on conflict monitoring, cognitive control, and garden-path recovery",Bilingualism; Cognitive control; Sentence comprehension; Stimulus ambiguity; Memory,MAY,2016,150,213,231,http://doi.org/10.1016/j.cognition.2016.02.011
XYusW,"Cardinali, L; Brozzoli, C; Finos, L; Roy, AC; Farne, A",The rules of tool incorporation: Tool morpho-functional & sensori-motor constraints,Tool-use; Body schema; Kinematics; Plasticity,APR,2016,149,1,5,http://doi.org/10.1016/j.cognition.2016.01.001
xyGTH,"Greene, MR",Estimations of object frequency are frequently overestimated,Context; Scene; Object; Context; Frequency; Probability; Estimation,APR,2016,149,6,10,http://doi.org/10.1016/j.cognition.2015.12.011
szkdy,"Opfer, JE; Thompson, CA; Kim, D",Free versus anchored numerical estimation: A unified approach,Numerical cognition; Estimation; Learning; Cognitive development,APR,2016,149,11,17,http://doi.org/10.1016/j.cognition.2015.11.015
MzLgX,"Antoniou, K; Grohmann, KK; Kambanaros, M; Katsos, N",The effect of childhood bilectalism and multilingualism on executive control,Bilectalism; Multilingualism; Typological distance; Executive control,APR,2016,149,18,30,http://doi.org/10.1016/j.cognition.2015.12.002
nSfjr,"Goldrick, M; Keshet, J; Gustafson, E; Heller, J; Needle, J",Automatic analysis of slips of the tongue: Insights into the cognitive architecture of speech production,Speech production; Automatic phonetic analysis; Speech errors; Machine learning; Structured prediction,APR,2016,149,31,39,http://doi.org/10.1016/j.cognition.2016.01.002
VVNZR,"Braithwaite, DW; Goldstone, RL; van der Maas, HLJ; Landy, DH",Non-formal mechanisms in mathematical cognitive development: The case of arithmetic,Mathematical cognitive development; Concrete to abstract shift; Arithmetic; Syntax; Perception; Mathematics education,APR,2016,149,40,55,http://doi.org/10.1016/j.cognition.2016.01.004
NfiRL,"Garcia, AM; Ibanez, A",Hands typing what hands do: Action-semantic integration dynamics throughout written verb production,Embodied cognition; Action verbs; Action-semantic integration; Effector specificity; Written production; Typing,APR,2016,149,56,66,http://doi.org/10.1016/j.cognition.2016.01.011
ZPXDR,"Lindner, I; Schain, C; Echterhoff, G",Other-self confusions in action memory: The role of motor processes,False memory; Other-self confusion; Action memory; Observation; Motor simulation; Source memory,APR,2016,149,67,76,http://doi.org/10.1016/j.cognition.2016.01.003
whEAq,"Naish, KR; Barnes, B; Obhi, SS",Stimulation over primary motor cortex during action observation impairs effector recognition,Mirror system; Motor resonance; Motor simulation; TMS; Memory; Recognition; Motor cortex,APR,2016,149,84,94,http://doi.org/10.1016/j.cognition.2016.01.008
AxxRP,"Goldvicht-Bacon, E; Diesendruck, G",Children's capacity to use cultural focal points in coordination problems,Coordination problem; Focal points; Common knowledge; Children; Cultural group membership; Cooperation/competition,APR,2016,149,95,103,http://doi.org/10.1016/j.cognition.2015.12.016
yQhvt,"Heller, D; Parisien, C; Stevenson, S",Perspective-taking behavior as the probabilistic weighing of multiple domains,Common ground; Perspective taking; Reference; Pragmatics; Definites; Bayesian modeling; Eye-tracking,APR,2016,149,104,120,http://doi.org/10.1016/j.cognition.2015.12.008
pwaQT,"Floccia, C; Keren-Portnoy, T; DePaolis, R; Duffy, H; Delle Luche, C; Durrant, S; White, L; Goslin, J; Vihman, M",British English infants segment words only with exaggerated infant-directed speech stimuli,Word segmentation; Infants; Infant-directed-speech; Replication; British English,MAR,2016,148,1,9,http://doi.org/10.1016/j.cognition.2015.12.004
xZBke,"Ozcaliskan, S; Lucero, C; Goldin-Meadow, S",Does language shape silent gesture?,Gesture; Cross-linguistic differences; Language and cognition; Motion events,MAR,2016,148,10,18,http://doi.org/10.1016/j.cognition.2015.12.001
nxWDs,"Failing, M; Theeuwes, J",Reward alters the perception of time,Reward; Attention; Subjective perception; Time perception,MAR,2016,148,19,26,http://doi.org/10.1016/j.cognition.2015.12.005
bcehr,"Arnold, G; Spence, C; Auvray, M",Taking someone else's spatial perspective: Natural stance or effortful decentring?,Perspective taking; Sense of self; Tactile perception; Visuo-spatial abilities; Individual differences,MAR,2016,148,27,33,http://doi.org/10.1016/j.cognition.2015.12.006
vuHLF,"Fitousi, D",Comparing the role of selective and divided attention in the composite face effect: Insights from Attention Operating Characteristic (AOC) plots and cross-contingency correlations,Composite faces; Holistic processing; Divided attention,MAR,2016,148,34,46,http://doi.org/10.1016/j.cognition.2015.12.012
hbmHn,"Bowers, JS; Vankov, II; Damian, MF; Davis, CJ",Why do some neurons in cortex respond to information in a selective manner? Insights from artificial neural networks,Grandmother cells; Localist representations; Distributed representations; Short-term memory; Superposition catastrophe; Generalization,MAR,2016,148,47,63,http://doi.org/10.1016/j.cognition.2015.12.009
TMylQ,"Kuhn, G; Rensink, RA",The Vanishing Ball Illusion: A new perspective on the perception of dynamic events,Illusion; Magic; Priming; Prediction; Perceptual experience; Visual attention; Two visual system hypothesis,MAR,2016,148,64,70,http://doi.org/10.1016/j.cognition.2015.12.003
gsQAW,"Stapel, JC; Hunnius, S; Meyer, M; Bekkering, H",Motor system contribution to action prediction: Temporal accuracy depends on motor experience,Action prediction; Simulation; Prediction accuracy; Motor system,MAR,2016,148,71,78,http://doi.org/10.1016/j.cognition.2015.12.007
dRqyT,"Zuhurudeen, FM; Huang, YT",Effects of statistical learning on the acquisition of grammatical categories through Qur'anic memorization: A natural experiment,Statistical learning; Grammatical categories; Language acquisition; Arabic,MAR,2016,148,79,84,http://doi.org/10.1016/j.cognition.2015.12.014
UPKMX,"Kerster, BE; Rhodes, T; Kello, CT",Spatial memory in foraging games,Foraging; Spatial memory; Search model; Area-restricted search,MAR,2016,148,85,96,http://doi.org/10.1016/j.cognition.2015.12.015
qNfXg,"Surtees, A; Samson, D; Apperly, I","Unintentional perspective-taking calculates whether something is seen, but not how it is seen",Perspective-taking; Theory of mind; Visual perspective-taking,MAR,2016,148,97,105,http://doi.org/10.1016/j.cognition.2015.12.010
KNICM,"Soley, G; Spelke, ES",Shared cultural knowledge: Effects of music on young children's social preferences,Shared knowledge; Shared preference; Music; Song familiarity; Culture; Social-cognitive development,MAR,2016,148,106,116,http://doi.org/10.1016/j.cognition.2015.09.017
fbrsp,"Trueswell, JC; Lin, Y; Armstrong, B; Cartmill, EA; Goldin-Meadow, S; Gleitman, LR",Perceiving referential intent: Dynamics of reference in natural parent-child interactions,Psycholinguistics; Language development; Word learning; Reference,MAR,2016,148,117,135,http://doi.org/10.1016/j.cognition.2015.11.002
zfmsN,"Pettijohn, KA; Thompson, AN; Tamplin, AK; Krawietz, SA; Radvansky, GA",Event boundaries and memory improvement,Event cognition; Memory; Facilitation,MAR,2016,148,136,144,http://doi.org/10.1016/j.cognition.2015.12.013
pxFtR,"Starmans, C; Friedman, O","If I am free, you can't own me: Autonomy makes entities less ownable",Autonomy; Ownership; Morality; Social cognition,MAR,2016,148,145,153,http://doi.org/10.1016/j.cognition.2015.11.001
blgkF,"Liversedge, SP; Drieghe, D; Li, X; Yan, GL; Bai, XJ; Hyona, J",Universality in eye movements and reading: A trilingual investigation,Eye movements; Reading; Cross-linguistic; Universality,FEB,2016,147,1,20,http://doi.org/10.1016/j.cognition.2015.10.013
ZdSxU,"Allen, ML; Nurmsoo, E; Freeman, N",Young children show representational flexibility when interpreting drawings,Pictures; Drawings; Intention; Reference; Flexibility,FEB,2016,147,21,28,http://doi.org/10.1016/j.cognition.2015.11.003
YLQVn,"Myslin, M; Levy, R",Comprehension priming as rational expectation for repetition: Evidence from syntactic processing,Psycholinguistics; Priming; Expectation; Rational analysis; Syntax; Probabilistic models of cognition,FEB,2016,147,29,56,http://doi.org/10.1016/j.cognition.2015.10.021
jvPew,"Lee, HS; DeWolf, M; Bassok, M; Holyoak, KJ",Conceptual and procedural distinctions between fractions and decimals: A cross-national comparison,Cross-national comparison; Magnitude; Semantic alignment; Continuous and discrete quantities; Fractions; Decimals,FEB,2016,147,57,69,http://doi.org/10.1016/j.cognition.2015.11.005
wCLys,"Frost, RLA; Monaghan, P",Simultaneous segmentation and generalisation of non-adjacent dependencies from continuous speech,Language acquisition; Artificial grammar learning; Speech segmentation; Grammatical processing; Statistical learning,FEB,2016,147,70,74,http://doi.org/10.1016/j.cognition.2015.11.010
XAbBN,"Ryskin, RA; Wang, RF; Brown-Schmidt, S",Listeners use speaker identity to access representations of spatial perspective during online language comprehension,Spatial perspective-taking; Partner-specific encoding; Language comprehension; Eye-tracking,FEB,2016,147,75,84,http://doi.org/10.1016/j.cognition.2015.11.011
nmPbr,"Keupp, S; Bancken, C; Schillmoller, J; Rakoczy, H; Behne, T",Rational over-imitation: Preschoolers consider material costs and copy causally irrelevant actions selectively,Over-imitation; Social learning; Pre-schoolers; Rational imitation; Normativity,FEB,2016,147,85,92,http://doi.org/10.1016/j.cognition.2015.11.007
SYnIx,"Pfister, R; Wirth, R; Schwarz, KA; Steinhauser, M; Kunde, W",Burdens of non-conformity: Motor execution reveals cognitive conflict during deliberate rule violations,Rule violation; Rule representation; Movement trajectories,FEB,2016,147,93,99,http://doi.org/10.1016/j.cognition.2015.11.009
cLVSG,"Barenholtz, E; Mavica, L; Lewkowicz, DJ",Language familiarity modulates relative attention to the eyes and mouth of a talker,Multisensory; Speech; Language; Perception; Attention,FEB,2016,147,100,105,http://doi.org/10.1016/j.cognition.2015.11.013
BMiPT,"Weick, M; Allen, JA; Vasiljevic, M; Yao, B",Walking blindfolded unveils unique contributions of behavioural approach and inhibition to lateral spatial bias,Approach (BAS); Inhibition (BIS); Spatial bias; Lateralization; Motion tracking,FEB,2016,147,106,112,http://doi.org/10.1016/j.cognition.2015.11.006
EThNz,"Otsuka, S; Saiki, J",Gift from statistical learning: Visual statistical learning enhances memory for sequence elements and impairs memory for items that disrupt regularities,Statistical learning; Memory facilitation; Forgetting; Recognition memory,FEB,2016,147,113,126,http://doi.org/10.1016/j.cognition.2015.11.004
YgNmV,"Myers, J",Knowing Chinese character grammar,Grammar; Orthography; Acceptability; Phonology; Reduplication; Chinese,FEB,2016,147,127,132,http://doi.org/10.1016/j.cognition.2015.11.012
WoZyv,"Martin, JW; Cushman, F",Why we forgive what can't be controlled,Moral psychology; Morality; Punishment; Control; Intentional action; Causation,FEB,2016,147,133,143,http://doi.org/10.1016/j.cognition.2015.11.008
TehBD,"Chen, H; Swan, G; Wyble, B",Prolonged focal attention without binding: Tracking a ball for half a minute without remembering its color,Attention; Working memory; Long-term memory; Expectation; Feature binding,FEB,2016,147,144,148,http://doi.org/10.1016/j.cognition.2015.11.014
ZKxBS,"Toro, JM; Nespor, M; Gervain, J",Frequency-based organization of speech sequences in a nonhuman animal,Word frequency; Comparative cognition; Function words; Prosody,JAN,2016,146,1,7,http://doi.org/10.1016/j.cognition.2015.09.006
xjXAU,"Koehne, S; Hatri, A; Cacioppo, JT; Dziobek, I",Perceived interpersonal synchrony increases empathy: Insights from autism spectrum disorder,Synchronization; Imitation; Empathy; Theory of mind; Autism,JAN,2016,146,8,15,http://doi.org/10.1016/j.cognition.2015.09.007
XYGZj,"McEwan, S; Pesowski, ML; Friedman, O",Identical but not interchangeable: Preschoolers view owned objects as non-fungible,Fungibility; Individual identity; Ownership; Development,JAN,2016,146,16,21,http://doi.org/10.1016/j.cognition.2015.09.011
NpnII,"Mathur, MB; Reichling, DB",Navigating a social world with robot partners: A quantitative cartography of the Uncanny Valley,Human-robot interaction; Social interaction; Game theory; Facial appearance; Trust; Social decision-making,JAN,2016,146,22,32,http://doi.org/10.1016/j.cognition.2015.09.008
eMizg,"Khamitov, M; Rotman, JD; Piazza, J",Perceiving the agency of harmful agents: A test of dehumanization versus moral typecasting accounts,Harmfulness; Agency; Moral standing; Dehumanization; Moral typecasting; Moral cognition,JAN,2016,146,33,47,http://doi.org/10.1016/j.cognition.2015.09.009
VkHdi,"Thevenot, C; Barrouillet, P; Castel, C; Uittenhove, K",Ten-year-old children strategies in mental addition: A counting model account,Numerical cognition; Learning process; Mental arithmetic; Mathematical cognition,JAN,2016,146,48,57,http://doi.org/10.1016/j.cognition.2015.09.003
ohnSk,"Bechlivanidis, C; Lagnado, DA",Time reordered: Causal perception guides the interpretation of temporal order,Causality; Causal perception; Time perception; Temporal order; Perceptual illusion; Michottean launching,JAN,2016,146,58,66,http://doi.org/10.1016/j.cognition.2015.09.001
aaMlI,"Christensen, P; Fusaroli, R; Tylen, K","Environmental constraints shaping constituent order in emerging communication systems: Structural iconicity, interactive alignment and conventionalization",Structural iconicity; Interactive alignment; Conventionalization; Gesture; Word order,JAN,2016,146,67,80,http://doi.org/10.1016/j.cognition.2015.09.004
Mayae,"Burki, A; Sadat, J; Dubarry, AS; Alario, FX",Sequential processing during noun phrase production,EEG; Language production; Multi-word utterances; Picture-word interference,JAN,2016,146,90,99,http://doi.org/10.1016/j.cognition.2015.09.002
UQbbY,"Desantis, A; Waszak, F; Moutsopoulou, K; Haggard, P",How action structures time: About the perceived temporal order of action and predicted outcomes,Action; Prediction; Agency; Causality; Temporal order,JAN,2016,146,100,109,http://doi.org/10.1016/j.cognition.2015.08.011
USuhq,"Cruz, ALF; Arango-Munoz, S; Volz, KG","Oops, scratch that! Monitoring one's own errors during mental calculation",Error monitoring; Error detection; Feeling of error; Confidence; Metacognition; Metacognitive feeling; Number bisection task,JAN,2016,146,110,120,http://doi.org/10.1016/j.cognition.2015.09.005
WlvVN,"Castro, L; Wasserman, EA",Executive control and task switching in pigeons,Executive function; Cognitive flexibility; Numerosity; Variability; Pigeons,JAN,2016,146,121,135,http://doi.org/10.1016/j.cognition.2015.07.014
gRkEw,"Kuhn, G; Teszka, R; Tenaw, N; Kingstone, A",Don't be fooled! Attentional responses to social cues in a face-to-face and video magic trick reveals greater top-down control for overt than covert attention,Attention; Eye movements; Social cognition; Social attention; Misdirection; Top-down control; Inhibition,JAN,2016,146,136,142,http://doi.org/10.1016/j.cognition.2015.08.005
kxgUG,"Ortells, JJ; Kiefer, M; Castillo, A; Megias, M; Morillas, A",The semantic origin of unconscious priming: Behavioral and event-related potential evidence during category congruency priming from strongly and weakly related masked words,Unconscious category congruency priming; Unconscious semantic processing; N400 priming effect; Mechanisms of unconscious priming; Prime-target semantic relatedness; Visual masking,JAN,2016,146,143,157,http://doi.org/10.1016/j.cognition.2015.09.012
NoxYh,"Tremoliere, B; Djeriouat, H",The sadistic trait predicts minimization of intention and causal responsibility in moral judgment,Moral judgment; Sadism; Dark Triad; Intention; Causal responsibility,JAN,2016,146,158,171,http://doi.org/10.1016/j.cognition.2015.09.014
kEaQY,"Van de Cavey, J; Hartsuiker, RJ","Is there a domain-general cognitive structuring system? Evidence from structural priming across music, math, action descriptions, and language",Language; Music; Structural priming; SSIRH; SWM,JAN,2016,146,172,184,http://doi.org/10.1016/j.cognition.2015.09.013
wbauU,"Ferguson, B; Waxman, SR",What the [beep]? Six-month-olds link novel communicative signals to meaning,Infants; Communication; Language; Categorization; Social cognition,JAN,2016,146,185,189,http://doi.org/10.1016/j.cognition.2015.09.020
qxSwr,"MacDorman, KF; Chattopadhyay, D",Reducing consistency in human realism increases the uncanny valley effect; increasing category uncertainty does not,Anthropomorphism; Computer animation; Face perception; Photorealism,JAN,2016,146,190,205,http://doi.org/10.1016/j.cognition.2015.09.019
QRyTG,"Moseley, P; Smailes, D; Ellison, A; Fernyhough, C",The effect of auditory verbal imagery on signal detection in hallucination-prone individuals,Auditory imagery; Inner speech; Hallucinations; Imagery-perception interaction,JAN,2016,146,206,216,http://doi.org/10.1016/j.cognition.2015.09.015
zHVlv,"Zhao, JY; Yu, RQ",Statistical regularities reduce perceived numerosity,Statistical learning; Implicit learning; Numerosity estimation; Grouping; Attention,JAN,2016,146,217,222,http://doi.org/10.1016/j.cognition.2015.09.018
cwZzB,"Dudarev, V; Hassin, RR",Social task switching: On the automatic social engagement of executive functions,Automatic executive functions; Joint action; Shifting; Social cognition; Task-switching,JAN,2016,146,223,228,http://doi.org/10.1016/j.cognition.2015.10.001
YNaAH,"Mathieu, R; Gourjon, A; Couderc, A; Thevenot, C; Prado, J",Running the number line: Rapid shifts of attention in single-digit arithmetic,Arithmetic; Procedure; Retrieval; Attention; Mental number line; Arithmetic sign,JAN,2016,146,229,239,http://doi.org/10.1016/j.cognition.2015.10.002
avKDB,"Rabovsky, M; Schad, DJ; Rahman, RA",Language production is facilitated by semantic richness but inhibited by semantic density: Evidence from picture naming,Language production; Picture naming; Semantic richness; Semantic features; Number of features; Semantic density; Lexical competition; Lexical selection,JAN,2016,146,240,244,http://doi.org/10.1016/j.cognition.2015.09.016
PdJHW,"Hudson, M; Nicholson, T; Ellis, R; Bach, P",I see what you say: Prior knowledge of other's goals automatically biases the perception of their actions,Perceptual anticipation; Intention; Action goals; Predictive coding; Mirror neurons; Visual prediction,JAN,2016,146,245,250,http://doi.org/10.1016/j.cognition.2015.09.021
zGArU,"Kibbe, MM; Feigenson, L",Infants use temporal regularities to chunk objects in memory,Working memory; Chunking; Statistical learning; Infants,JAN,2016,146,251,263,http://doi.org/10.1016/j.cognition.2015.09.022
NABXD,"Liu, HH; Liang, LJ; Dunlap, S; Fan, N; Chen, BG",The effect of domain-general inhibition-related training on language switching: An ERP study,Inhibitory control training; Language switching; Switch costs; LPC,JAN,2016,146,264,276,http://doi.org/10.1016/j.cognition.2015.10.004
Yzudc,"Gao, ZF; Gao, QY; Tang, N; Shui, RD; Shen, MW",Organization principles in visual working memory: Evidence from sequential stimulus display,Gestalt principle; Visual working memory; Perception,JAN,2016,146,277,288,http://doi.org/10.1016/j.cognition.2015.10.005
VKhHn,"Uittenhove, K; Thevenot, C; Barrouillet, P",Fast automated counting procedures in addition problem solving: When are they used and why are they mistaken for retrieval?,Problem solving; Retrieval; Arithmetic; Association; Numerical cognition,JAN,2016,146,289,303,http://doi.org/10.1016/j.cognition.2015.10.008
LLiNE,"Marciano-Romm, D; Romm, A; Bourgeois-Gironde, S; Deouell, LY",The Alternative Omen Effect: Illusory negative correlation between the outcomes of choice options,Decision-making; Choice between options; Alternative outcome; Illusory correlation; Alternative Omen Effect; Bias in judgment,JAN,2016,146,324,338,http://doi.org/10.1016/j.cognition.2015.10.003
sgYti,"Novack, MA; Wakefield, EM; Goldin-Meadow, S",What makes a movement a gesture?,Gesture; Action-understanding; Representational movement,JAN,2016,146,339,348,http://doi.org/10.1016/j.cognition.2015.10.014
jkmma,"Lukyanenko, C; Fisher, C",Where are the cookies? Two- and three-year-olds use number-marked verbs to anticipate upcoming nouns,Language acquisition; Syntax acquisition; Agreement; Grammatical number; Comprehension; Visual world,JAN,2016,146,349,370,http://doi.org/10.1016/j.cognition.2015.10.012
IhSxo,"Sturz, BR; Bodily, KD",Detecting the perception of illusory spatial boundaries: Evidence from distance judgments,Illusory spatial boundaries; Spatial boundary perception; Spatial perception; Distance judgments; Bias,JAN,2016,146,371,376,http://doi.org/10.1016/j.cognition.2015.10.015
POciU,"Ais, J; Zylberberg, A; Barttfeld, P; Sigman, M",Individual consistency in the accuracy and distribution of confidence judgments,Confidence; Perceptual decisions; Metacognitive judgments; Psychophysics,JAN,2016,146,377,386,http://doi.org/10.1016/j.cognition.2015.10.006
Tperm,"Holbrook, C; Fessler, DMT; Pollack, J",With God on our side: Religious primes reduce the envisioned physical formidability of a menacing adversary,Violence; Social cognition; Religion; Threat-detection,JAN,2016,146,387,392,http://doi.org/10.1016/j.cognition.2015.10.011
XBGYM,"Oksama, L; Hyona, J",Position tracking and identity tracking are separate systems: Evidence from eye movements,Multiple identity tracking; Multiple object tracking; Eye movements; Visual attention; Visual scanning,JAN,2016,146,393,409,http://doi.org/10.1016/j.cognition.2015.10.016
APzhL,"Perez-Zapata, D; Slaughter, V; Henry, JD",Cultural effects on mindreading,Mindreading; Cross-cultural research; Social cognition,JAN,2016,146,410,414,http://doi.org/10.1016/j.cognition.2015.10.018
RzJyL,"Cioffi, MC; Banissy, MJ; Moore, JW",Am I moving?' An illusion of agency and ownership in mirror-touch synaesthesia,Mirror-touch synaesthesia; Agency; Ownership; Self-other distinctions; Self-awareness,JAN,2016,146,426,430,http://doi.org/10.1016/j.cognition.2015.10.020
