ID;Publication.Year;Author;Title;Abstract.Note;Publication.Title;DOI;Language;FirstA_continent;Access;Preprint;PreRegistered;OpenMaterial;OM_scale;OM_script;OM_other;OpenData;Source_OM
49;2012;"Koldsland, B.O.; Mehlum, L.; Mellesdal, L.S.; Walby, F.A.; Diep, L.M.";The suicide assessment scale: Psychometric properties of a Norwegian language version;"Background: Rating scales are valuable tools in suicide research and can also be useful supplements to the clinical interview in suicide risk assessments. This study describes the psychometric properties of a Norwegian language version of the Suicide Assessment Scale Self-report version (SUAS-S). Methods. Participants were fifty-two patients (mean age=39.3years, SD=10.7) with major depression (53.8%), bipolar disorder (25.0%) and/or a personality disorder (63.5%) referred to a psychiatric outpatient clinic. The SUAS-S, the screening section of the Beck Scale for Suicidal Ideation (BSS-5), the Beck Depression Inventory (BDI), Becks Hopelessness Scale (BHS), the Symptom Check-List-90 R (SCL-90R) and the Clinical Global Impression for Severity of Suicidality (CGI-SS) were administered. One week later, the patients completed the SUAS-S a second time. Results: Cronbachs alpha for SUAS-S was 0.88 and the test-retest reliability was 0.95 (95% CI: 0.93- 0.97). SUAS-S was positively correlated with the BSS-5 (r=0.66; 95% CI: 0.47-0.85) for the study sample as a whole and for the suicidal (r=0.52) and non-suicidal groups (r=0.50) respectively. There was no difference between the SUAS-S and the BSS-5 in the ability to identify suicidality. This ability was more pronounced when the suicide risk was high. There was a substantial intercorrelation between the score on the SUAS-S and the BDI (0.81) and the BHS (0.76). The sensitivity and specificity of the SUAS-S was explored and an appropriate clinical cut-off value was assessed. Conclusions: The study revealed good internal consistency, test-retest reliability and concurrent validity for the Suicide Assessment Scale Self-report version. The discriminatory ability for suicidality was comparable to that of the BSS-5. © 2012 Koldsland et al.; licensee BioMed Central Ltd.";BMC Research Notes;10.1186/1756-0500-5-417;English;3;2;;0;1;1;0;0;0;in the manuscript/SM
114;2016;"Kozel, B.; Grieser, M.; Abderhalden, C.; Cutcliffe, J.R.";Inter-rater reliability of the German version of the Nurses' Global Assessment of Suicide Risk scale;In comparison to the general population, the suicide rates of psychiatric inpatient populations in Germany and Switzerland are very high. An important preventive contribution to the lowering of the suicide rates in mental health care is to ensure that the risk of suicide of psychiatric inpatients is assessed as accurately as possible. While risk-assessment instruments can serve an important function in determining such risk, very few have been translated to German. Therefore, in the present study, we reported on the German version of Nurses' Global Assessment of Suicide Risk (NGASR) scale. After translating the original instrument into German and pretesting the German version, we tested the inter-rater reliability of the instrument. Twelve video case studies were evaluated by 13 raters with the NGASR scale in a 'laboratory' trial. In each case, the observer's agreement was calculated for the single items, the overall scale, the risk levels, and the sum scores. The statistical data analysis was conducted with kappa and AC1 statistics for dichotomous (items, scale) scales. A high-to-very high observers' agreement (AC1: 0.62-1.00, kappa: 0.00-1.00) was determined for 16 items of the German version of the NGASR scale. We conclude that the German version of the NGASR scale is a reliable instrument for evaluating risk factors for suicide. A reliable application in the clinical practise appears to be enhanced by training in the use of the instrument and the right implementation instructions. © 2016 Australian College of Mental Health Nurses Inc.;International journal of mental health nursing;10.1111/inm.12193;English;3;1;0;0;0;;;;0;
96;2018;"Lindh, Å.U.; Waern, M.; Beckman, K.; Renberg, E.S.; Dahlin, M.; Runeson, B.";Short term risk of non-fatal and fatal suicidal behaviours: The predictive validity of the Columbia-Suicide Severity Rating Scale in a Swedish adult psychiatric population with a recent episode of self-harm;"Background: The Columbia-Suicide Severity Rating Scale (C-SSRS) is a relatively new instrument for the assessment of suicidal ideation and behaviour that is widely used in clinical and research settings. The predictive properties of the C-SSRS have mainly been evaluated in young US populations. We wanted to examine the instrument's predictive validity in a Swedish cohort of adults seeking psychiatric emergency services after an episode of self-harm. Methods: Prospective cohort study of patients (n = 804) presenting for psychiatric emergency assessment after an episode of self-harm with or without suicidal intent. Suicidal ideation and behaviours at baseline were rated with the C-SSRS and subsequent non-fatal and fatal suicide attempts within 6 months were identified by record review. Logistic regression was used to evaluate separate ideation items and total scores as predictors of non-fatal and fatal suicide attempts. Receiver operating characteristics (ROC) curves were constructed for the suicidal ideation (SI) intensity score and the C-SSRS total score. Results: In this cohort, the median age at baseline was 33 years, 67% were women and 68% had made at least one suicide attempt prior to the index attempt. At least one non-fatal or fatal suicide attempt was recorded during follow-up for 165 persons (20.5%). The single C-SSRS items frequency, duration and deterrents were associated with this composite outcome; controllability and reasons were not. In a logistic regression model adjusted for previous history of suicide attempt, SI intensity score was a significant predictor of a non-fatal or fatal suicide attempt (OR 1.08; 95% CI 1.03-1.12). ROC analysis showed that the SI intensity score was somewhat better than chance in correctly classifying the outcome (AUC 0.62, 95% CI 0.57-0.66). The corresponding figures for the C-SSRS total score were 0.65, 95% CI 0.60-0.69. Conclusions: The C-SSRS items frequency, duration and deterrents were associated with elevated short term risk in this adult psychiatric cohort, as were both the SI intensity score and the C-SSRS total score. However, the ability to correctly predict future suicidal behaviour was limited for both scores. © 2018 The Author(s).";BMC Psychiatry;10.1186/s12888-018-1883-8;English;3;2;;0;0;;;;0;
19;2011;"Luxton, D.D.; Rudd, M.D.; Reger, M.A.; Gahm, G.A.";A psychometric study of the suicide Ideation Scale;An exploratory factor analysis (EFA) and confirmatory factor analysis (CFA) were conducted on the Suicide Ideation Scale (SIS) with a large military clinical sample (total N=3,072). The EFA identified a two-factor solution with the first factor (Resolved Plans=Preparation) accounting for 17.3% of the variance and the second (Suicidal Desire) accounting 15.1% of the variance. This 2-factor solution demonstrated a good fit to the data in the CFA. SIS construct validity and internal reliability data are also reported. The results of this study provide additional psychometric data for the SIS that support use of the measure in clinical work and research. Implications for theories related to suicide assessment and clinical practice are discussed. © International Academy for Suicide Research.;Archives of Suicide Research;10.1080/13811118.2011.589720;English;1;1;0;0;0;;;;0;
124;2015;"Millner, A.J.; Lee, M.D.; Nock, M.K.";Single-item measurement of suicidal behaviors: Validity and consequences of misclassification;Suicide is a leading cause of death worldwide. Although research has made strides in better defining suicidal behaviors, there has been less focus on accurate measurement. Currently, the widespread use of self-report, single-item questions to assess suicide ideation, plans and attempts may contribute to measurement problems and misclassification. We examined the validity of single-item measurement and the potential for statistical errors. Over 1,500 participants completed an online survey containing single-item questions regarding a history of suicidal behaviors, followed by questions with more precise language, multiple response options and narrative responses to examine the validity of single-item questions. We also conducted simulations to test whether common statistical tests are robust against the degree of misclassification produced by the use of single-items. We found that 11.3% of participants that endorsed a single-item suicide attempt measure engaged in behavior that would not meet the standard definition of a suicide attempt. Similarly, 8.8% of those who endorsed a single-item measure of suicide ideation endorsed thoughts that would not meet standard definitions of suicide ideation. Statistical simulations revealed that this level of misclassification substantially decreases statistical power and increases the likelihood of false conclusions from statistical tests. Providing a wider range of response options for each item reduced the misclassification rate by approximately half. Overall, the use of single-item, self-report questions to assess the presence of suicidal behaviors leads to misclassification, increasing the likelihood of statistical decision errors. Improving the measurement of suicidal behaviors is critical to increase understanding and prevention of suicide. © 2015 Millner et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.;PLoS ONE;10.1371/journal.pone.0141606;English;1;2;;0;1;1;1;0;1;OSF
130;2014;"Nugent, W.R.; Cummings, S.";A validity and measurement equivalence study of the ultra-short suicidal ideation scale with older adults;The assessment of suicide risk is a critically important task for practitioners working with older adults. Short-form scales are important tools for use in the assessment of suicide ideation and risk since their brevity makes them ideally suited for use in busy practice settings. This article reports results of a validity study of an ultra-short suicidal ideation scale (USSIS) used with an older adult population. The study tests the hypothesis that scores on the USSIS represent magnitude of suicidal thinking. The USSIS was used to gather data on more than 200 adults, ages 50 to 97 years, recruited from 2 clinical settings that serve older adults. The data are analyzed to provide evidence for concurrent criterion, divergent, factorial, and known-groups discriminant validity. In addition, we conducted analyses to test measurement equivalence across the 2 study sites. Results are consistent with the scores on the USSIS representing magnitude of suicidal ideation, and with measurement equivalence across the study sites. © 2014 by the Society for Social Work and Research. All rights reserved.;Journal of the Society for Social Work and Research;10.1086/679225;English;1;2;;0;1;1;0;0;0;in the manuscript/SM
11;2015;"Ostacher, M.J.; Nierenberg, A.A.; Rabideau, D.; Reilly-Harrington, N.A.; Sylvia, L.G.; Gold, A.K.; Shesler, L.W.; Ketter, T.A.; Bowden, C.L.; Calabrese, J.R.; Friedman, E.S.; Iosifescu, D.V.; Thase, M.E.; Leon, A.C.; Trivedi, M.H.";A clinical measure of suicidal ideation, suicidal behavior, and associated symptoms in bipolar disorder: Psychometric properties of the Concise Health Risk Tracking Self-Report (CHRT-SR);Objective: People with bipolar disorder are at high risk of suicide, but no clinically useful scale has been validated in this population. The aim of this study was to evaluate the psychometric properties in bipolar disorder of the 7- and 12-item versions of the Concise Health Risk Tracking Self-Report (CHRT-SR), a scale measuring suicidal ideation, suicidal behavior, and associated symptoms. Methods: The CHRT was administered to 283 symptomatic outpatients with bipolar I or II disorder who were randomized to receive lithium plus optimized personalized treatment (OPT), or OPT without lithium in a six month longitudinal comparative effectiveness trial. Participants were assessed using structured diagnostic interviews, clinician-rated assessments, and self-report questionnaires. Results: The internal consistency (Cronbach ?) was 0.80 for the 7-item CHRT-SR and 0.90 for the 12-item CHRT-SR with a consistent factor structure, and three independent factors (current suicidal thoughts and plans, hopelessness, and perceived lack of social support) for the 7-item version. CHRT-SR scores are correlated with measures of depression, functioning, and quality of life, but not with mania scores. Conclusions: The 7- and 12-item CHRT-SR both had excellent psychometric properties in a sample of symptomatic subjects with bipolar disorder. The scale is highly correlated with depression, functioning, and quality of life, but not with mania. Future research is needed to determine whether the CHRT-SR will be able to predict suicide attempts in clinical practice. © 2015 .;Journal of Psychiatric Research;10.1016/j.jpsychires.2015.10.004;English;1;1;0;0;1;1;0;0;0;in the manuscript/SM
126;2015;"Ozcelik, H.S.; Ozdel, K.; Bulut, S.D.; Orsel, S.";Measuring suicidal ideation: Validity and reliability of the turkish version of the beck scale for suicide ideation among patients who presented at a psychiatry clinic with suicidal ideations;Measuring suicidal ideation: validity and reliability of the turkish version of the beck scale for suicide ideation among patients who presented at a psychiatry clinic with suicidal ideations Objective: Although several self-report tools measuring suicidal ideation are used in Turkey, the validity and reliability of the Beck Scale for Suicide Ideation (BSSI), an important tool administered clinically, has not yet been examined. We hope that establishing the validity and reliability of the BSSI can improve the detection of suicidal ideation. Methods: The sample for this study consisted of 120 individuals who participated voluntarily. One hundred of the 120 participants were administered related relevant instruments, the Beck Depression Inventory [BDI], Beck Anxiety Inventory [BAI], Beck Hopelessness Scale [BHS], and Suicidal Ideation Scale [SIS], to determine concurrent validity. Separately, two clinicians interviewed twenty different participants to assess inter-rater reliability. To assess internal consistency, Cronbach’s alpha coefficients were computed. In addition, a principal component analysis with a Varimax rotation was performed to examine the test’s factor structure. Results: Cronbach’s alpha value was 0.84 and every item was positively correlated to the total scores on the BSSI. Inter-rater correlation was very strong and significant (r=0.94, p<0.01). Correlation coefficients for similar measures showed significant results [i.e., SIS (r=0.40) and BHS (r=0.58)]. There was a mild correlation between the BSSI and BDI (r=0.40) but no correlation with the BAI. Conclusion: The BSSI is a valid and reliable measure that has good potential to detect suicidal ideation and behavior in clinical settings when compared to other self-rating measures. These results suggest that measuring suicidal ideation and behaviors using the BSSI across different diagnoses may provide valuable information for clinical research. © 2015 Cukurova Univ Tip Fakultesi Psikiyatri Anabilim Dali.;Klinik Psikofarmakoloji Bulteni;10.5455/bcp.20141214105009;English;4;2;;0;1;1;0;0;0;in the manuscript/SM
100;2018;"Park, S.-W.; Lee, J.-H.; Lee, E.-K.; Song, J.-J.; Park, H.-S.; Hwang, S.-Y.; Lee, M.-S.";Development of the suicide risk scale for medical inpatients;Background: Inpatient suicide is one of the major issues related with hospital patient safety. Although there are many studies addressing suicide in the psychiatric unit, little is known about suicide in a medical setting. This study included the development and validation of a screening tool for the assessment of suicide risk, specialized for medical inpatients. Methods: The preliminary questionnaire was based on review of previous suicide ideation scales, mood scales, and clinical experiences of psychiatrists and clinical psychologists in Korea. Initially, the questionnaire consisted of 12 questions. One hundred adult medical inpatients were asked to perform the questionnaire. Explorative factor analysis was used to examine construct validity. Concurrent validity was evaluated by comparison with the Korean versions of the Beck Scale for Suicide Ideation (BSI), the Beck Hopelessness Scale (BHS), and the Hospital Anxiety and Depression Scale (HADS). Results: Five questions were removed from the preliminary questionnaire by explorative factor analysis and seven questions remained to comprise the Suicide Risk Scale for Medical inpatients (SRSM). Explorative factor analysis showed that the SRSM is composed of a single factor. SRSM was highly reliable in terms of internal consistency (Cronbach's alpha 0.91). Concurrent validity with the BSI, BHS, and HADS was statistically significant. The proposed cut-off score of the SRSM was five. Conclusion: In conclusion, the SRSM is a valid and reliable measure for screening suicide risks in medical inpatients. © 2018 The Korean Academy of Medical Sciences.;Journal of Korean Medical Science;10.3346/jkms.2018.33.e18;English;4;2;;0;1;1;0;0;0;in the manuscript/SM
1;2011;"Posner, Kelly; Brown, Gregory K.; Stanley, Barbara; Brent, David A.; Yershova, Kseniya V.; Oquendo, Maria A.; Currier, Glenn W.; Melvin, Glenn A.; Greenhill, Laurence; Shen, Sa; Mann, J. John";The Columbia–Suicide Severity Rating Scale: Initial Validity and Internal Consistency Findings From Three Multisite Studies With Adolescents and Adults;;American Journal of Psychiatry;10.1176/appi.ajp.2011.10111704;English;1;2;;0;1;1;0;0;0;repositorio institucional
138;2013;"Preti, A.; Sheehan, D.V.; Coric, V.; Distinto, M.; Pitanti, M.; Vacca, I.; Siddi, A.; Masala, C.; Petretto, D.R.";Sheehan Suicidality Tracking Scale (S-STS): Reliability, convergent and discriminative validity in young Italian adults;"Background and purpose The Sheehan Suicidality Tracking Scale (S-STS) is a patient self-report or clinician-administered rating scale that tracks spontaneous and treatment-emergent suicidal ideation and behaviors. This study set out to evaluate the reliability, convergent and divergent validity of the S-STS in a sample of college students, a population with a high risk of completed and attempted suicide. Methods Cross-sectional, survey design. Participants (303 undergraduate students; males: 42%) completed several measures assessing psychological distress (General Health Questionnaire; GHQ); self-esteem (Rosenberg Self Esteem Scale; RSES); social support (Modified Social Support Survey; MOSSS); and suicidal behavior, including ideation and attempts (S-STS). Results Both internal consistency and test-retest stability were excellent for the S-STS-global score. The S-STS subscale on suicide ideation also showed good reliability, while the subscale on suicidal behavior showed some inconsistency at retest. Convergent and divergent validity of S-STS was confirmed. All S-STS items loaded on a single factor, which had an excellent fit for the unidimensional model, thus justifying the use of the S-STS as a screening tool. In a mediation model, self-esteem and social support explained 45% of the effects of psychological distress on suicide ideation and behavior as measured by the S-STS-global score. Conclusions This study provided promising evidence on the convergent, divergent, internal consistency and test-retest stability of the Sheehan Suicidality Tracking Scale. The cross-sectional design and lack of measures of hopelessness and helplessness prevent any conclusion about the links of suicidal behavior with self-esteem and social support. © 2013 Elsevier Inc. All rights reserved.";Comprehensive Psychiatry;10.1016/j.comppsych.2013.03.012;English;3;1;0;0;0;;;;0;
29;2020;"Rodríguez-Quiroga, A.; Flamarique, I.; Castro-Fornieles, J.; Lievesley, K.; Buitelaar, J.K.; Coghill, D.; Díaz-Caneja, C.M.; Dittmann, R.W.; Gupta, A.; Hoekstra, P.J.; Kehrmann, L.; Llorente, C.; Purper-Ouakil, D.; Schulze, U.M.E.; Zuddas, A.; Sala, R.; Singh, J.; Fiori, F.; Arango, C.; Santosh, P.; Sutcliffe, A.; Curran, S.; Selema, L.; Flanagan, R.; Craig, I.; Parnell, N.; Yeboah, K.; Lack, G.; Pupier, F.; Vinkenvleugel, L.; Glennon, J.; Bakker, M.; Drent, C.; Bloem, E.; Steenhuis, M.-P.; Berg, R.; Häge, A.; Dau, M.B.; Mechler, K.; Rauscher, S.; Aslan, S.; Schlanser, S.; Keller, F.; Schneider, A.; Plener, P.; Fegert, J.M.; Paton, J.; Murray, M.; Iessa, N.; Kolozsvari, A.; Furse, H.; Penkov, N.; Baillon, C.; Peyre, H.; Cohen, D.; Bonnot, O.; Brunelle, J.; Franc, N.; Raysse, P.; Humbertclaude, V.; Espliego, A.; Merchán, J.; Tapia, C.; Baeza, I.; Romero, S.; La Fuente, A.; Ortiz, A.; Pintor, M.; Ligas, F.; Cera, F.M.; Frongia, R.; Falissard, B.; Schwalber, A.; Dittrich, J.; Wohner, A.; Zimmermann, K.; Schwalber, A.; Aitchison, K.";Development and psychometric properties of the “Suicidality: Treatment Occurring in Paediatrics (STOP) Risk and Resilience Factors Scales” in adolescents;"Suicidality in the child and adolescent population is a major public health concern. There is, however, a lack of developmentally sensitive valid and reliable instruments that can capture data on risk, and clinical and psychosocial mediators of suicidality in young people. In this study, we aimed to develop and assess the validity of instruments evaluating the psychosocial risk and protective factors for suicidal behaviours in the adolescent population. In Phase 1, based on a systematic literature review of suicidality, focus groups, and expert panel advice, the risk factors and protective factors (resilience factors) were identified and the adolescent, parent, and clinician versions of the STOP-Suicidality Risk Factors Scale (STOP-SRiFS) and the Resilience Factors Scale (STOP-SReFS) were developed. Phase 2 involved instrument validation and comprised of two samples (Sample 1 and 2). Sample 1 consisted of 87 adolescents, their parents/carers, and clinicians from the various participating centres, and Sample 2 consisted of three sub-samples: adolescents (n = 259) who completed STOP-SRiFS and/or the STOP-SReFS scales, parents (n = 213) who completed one or both of the scales, and the clinicians who completed the scales (n = 254). The STOP-SRiFS demonstrated a good construct validity—the Cronbach Alpha for the adolescent (? = 0.864), parent (? = 0.842), and clinician (? = 0.722) versions of the scale. Test–retest reliability, inter-rater reliability, and content validity were good for all three versions of the STOP-SRiFS. The sub-scales generated using Exploratory Factor Analysis (EFA) were the (1) anxiety and depression risk, (2) substance misuse risk, (3) interpersonal risk, (4) chronic risk, and (5) risk due to life events. For the STOP-SRiFS, statistically significant correlations were found between the Columbia-Suicide Severity Rating Scale (C-SSRS) total score and the adolescent, parent, and clinical versions of the STOP-SRiFS sub-scale scores. The STOP-SRiFS showed good psychometric properties. This study demonstrated a good construct validity for the STOP-SReFS—the Cronbach Alpha for the three versions were good (adolescent: ? = 0.775; parent: ? = 0.808; ? = clinician: 0.808). EFA for the adolescent version of the STOP-SReFS, which consists of 9 resilience factors domains, generated two factors (1) interpersonal resilience and (2) cognitive resilience. The STOP-SReFS Cognitive Resilience sub-scale for the adolescent was negatively correlated (r = ? 0.275) with the C-SSRS total score, showing that there was lower suicidality in those with greater Cognitive Resilience. The STOP-SReFS Interpersonal resilience sub-scale correlations were all negative, but none of them were significantly different to the C-SSRS total scores for either the adolescent, parent, or clinician versions of the scales. This is not surprising, because the items in this sub-scale capture a much larger time-scale, compared to the C-SSRS rating period. The STOP-SReFS showed good psychometric properties. The STOP-SRiFS and STOP-SReFS are instruments that can be used in future studies about suicidality in children and adolescents. © 2019, The Author(s).";European Child and Adolescent Psychiatry;10.1007/s00787-019-01328-2;English;3;2;;0;0;;;;0;
36;2022;"Rogers, M.L.; Law, K.C.; Houtsma, C.; Tucker, R.P.; Anestis, M.D.; Joiner, T.E.";Development and Initial Validation of a Scale Assessing Suicide-Specific Rumination: The Suicide Rumination Scale;"Suicide-specific rumination, a repetitive mental fixation on one’s suicidal thoughts and intentions, may influence the transition from suicidal thoughts to behaviors. Research on suicide-specific rumination has been hindered by the lack of an independent measurement tool. This article presents the development and validation of a self-report measure of suicide-specific rumination across several samples with lifetime suicidal ideation (Sample 1: N = 494 students; Sample 2: N = 219 community members; Sample 3: N = 128 adults at high risk for suicide). The Suicide Rumination Scale (SRS) item pool was reduced from a pool of 41 items to 8 items that are highly discriminant and of varying levels of difficulty. The SRS demonstrated measurement invariance, convergent validity, and nonredundancy with related measures. Importantly, the SRS differentiated suicide attempters from ideators, suggesting its potential clinical relevance. Overall, these findings suggest that the SRS is a valid and incrementally useful measure of suicide-specific rumination. © The Author(s) 2021.";Assessment;10.1177/10731911211033897;English;1;2;;0;0;;;;0;
66;2021;"Rudd, M.D.; Bryan, C.J.";The Brief Suicide Cognitions Scale: Development and Clinical Application;The study explored the development of the Brief Suicide Cognitions Scale (B-SCS), a simple and brief measure of suicide risk. The B-SCS provides a brief measure that captures critical aspects of suicide risk embedded in core beliefs about the self as unlovable, one's emotional experience as unbearable, and life problems as unsolvable (i.e., the suicidal belief system), resulting in chronic or enduring suicide risk and heightened vulnerability for acute episodes secondary to internal and external triggers. Data were analyzed from three diverse samples, including a student sample (N = 349), an inpatient psychiatric sample (N = 160), and a sample of emergency department (ED) patients presenting secondary to a suicidal crisis (N = 94). Those in the student and inpatient samples completed additional symptom measures (hopelessness, anxiety, depression) and the ED sample provided 6-month follow-up data for suicide attempts. Reliability (internal consistency, test-retest), concurrent validity, construct (divergent, convergent) validity, factorial, incremental, and predictive validity were evaluated, along with calculation of predictive value of negative and positive tests, sensitivity, and specificity estimates. The B-SCS demonstrated good reliability and validity, a unidimensional factor structure across samples, along with good predictive validity and value in real-world clinical settings. The B-SCS is a brief, reliable and valid measure of suicide risk, with good ability to identify those with enduring risk for subsequent suicide attempts. The B-SCS offers a unique contribution to understanding and assessing the nature of suicide risk over time targeting the suicidal belief system, with easy application across inpatient and outpatient clinical settings, and good predictive value. © Copyright © 2021 Rudd and Bryan.;Frontiers in Psychiatry;10.3389/fpsyt.2021.737393;English;1;2;;0;0;;;;0;
102;2017;"Rueda-Jaimes, G.E.; Castro-Rueda, V.A.; Rangel-Martínez-Villalba, A.M.; Corzo-Casasadiego, J.D.; Moreno-Quijano, C.; Camacho, P.A.";Validity of the Suicide Behaviors Questionnaire-Revised in patients with short-term suicide risk;"Background and objectives Suicide is known as a public health problem; however, there are few validated scales with no predictive validity. The aim of this study was to assess the validity of the Spanish version of The Suicidal Behavior Questionnaire-Revised in patients with suicidality. Methods We applied the Spanish version of The Suicidal Behavior Questionnaire-Revised and 2 other scales to patients with suicide risk. Thirty days later we reassessed to determine the predictive validity for suicide attempt or suicide. Results 484 patients with suicidality were screened of which 417 were eligible and 411 were evaluable. Factor analysis found a domain with an eigenvalue of 2.0 explaining 50.1% of the variance. With a cutoff point ?11 the NPV was 98.3% (IC95%, 95.2–99.6) and the PPV was 8.7% (IC95%, 4.7–14.4). Conclusion The Spanish version of The Suicidal Behavior Questionnaire-Revised, similar to the English version, has moderate internal consistency, adequate concurrent validity and predictive validity. © 2017 Asociación Universitaria de Zaragoza para el Progreso de la Psiquiatría y la Salud Mental";European Journal of Psychiatry;10.1016/j.ejpsy.2017.09.002;English;2;1;0;0;0;;;;0;
16;2018;"Sanchez, K.; Killian, M.O.; Mayes, T.L.; Greer, T.L.; Trombello, J.M.; Lindblad, R.; Grannemann, B.D.; Carmody, T.J.; Rush, A.J.; Walker, R.; Trivedi, M.H.";A psychometric evaluation of the Concise Health Risk Tracking Self-Report (CHRT-SR)- a measure of suicidality-in patients with stimulant use disorder;Stimulant use disorders are both common and associated with suicidal ideation and attempts. The psychometric properties of the 12-item Concise Health Risk Tracking Scale Self-Report (CHRT-SR), a measure that was created to assess suicidal thinking and several factors associated with a propensity to act, has been established in persons with mood disorders. This is a secondary analysis to assess the CHRT-SR in 302 stimulant abusing patients that had participated in a clinical trial. A confirmatory factor analysis (CFA) was conducted to assess the factor validity of the 12-item CHRT-SR model with a second-order Propensity factor. The CHRT-SR total score and 2 factor scores (Propensity and Suicidal Thoughts) demonstrated acceptable internal consistency and test-retest reliabilities. These two subscales and the total score were modestly but significantly associated with measures of depression and life satisfaction, demonstrating construct validity. Two additional items assessing Impulsivity were also analyzed, and demonstrated acceptable internal consistency, test-retest reliability, and construct validity. The CHRT-SR appears to be a reliable and valid tool to assess suicidality in persons with stimulant use disorder. © 2018;Journal of Psychiatric Research;10.1016/j.jpsychires.2018.03.012;English;1;1;0;0;0;;;;0;
13;2018;"Sánchez-Álvarez, N.; De La Torre López, J.; Pérez-Costillas, L.";Construction and psychometric evaluation of a brief scale of suicidal vulnerability;Suicide is one of the main causes of preventable death, so there is a great need to assess possible cases at risk. In this study, a scale has been developed to identify suicidal risk, taking into account not only risk factors but also personal strengths of the subject. The instrument consists of 30 items and is intended for use by social agents. Its design was tested on 95 users of social services showing a high internal consistency (?=.83). The validity of the construct was evaluated by the test-retest reliability of the instrument, showing a high reliability (?=.72). © 2018 AIDEP. All rights reserved.;Revista Iberoamericana de Diagnostico y Evaluacion Psicologica;10.21865/RIDEP49.4.02;Spanish;3;2;;0;1;1;0;0;0;in the manuscript/SM
68;2021;"Sepúlveda-Páez, G.; Escudero-Pastén, J.; Santibáñez-Palma, J.F.; Urbina, R.F.";Development and evidence of validity of a multidimensional scale of suicide risk and protective factors in a Chilean context [Desarrollo y evidencia de validez de una escala multidimensional de riesgo de suicidio y factores protectores en un contexto chileno];Suicide is a major public health concern, making risk assessment essential for its prevention. Although there are multiple related factors, there are few psychometric tools for the joint measurement of both protective and risk factors, making a multidimensional understanding of suicidal behaviour difficult. On this basis, the present study aims to develop a quickly applicable, multidimensional assessment approach to evaluate both risk and protective factors. A cross-sectional, instrumental design was used, together with a non-probabilistic, availability sampling, with two samples of young adults over 18 years of age (n=405 and n=117). The final measure is composed by 25 items and 5 dimensions (i.e. suicidal ideation, emotion-focused coping strategies, self-esteem, perceived social support and expectations towards the future). Results show good model fit, using ESEM, adequate levels of reliability (?>.8) (? > 0.7). In addition, there was evidence of validity based on the relationship with other variables and metric invariance between men and women. Results suggest that the scores are reliable and present evidence of validity for their interpretation in equivalent populations. © 2021 Terapia Psicológica.;Terapia Psicologica;10.4067/S0718-48082021000200175;Spanish;2;2;;0;0;;;;0;
